#{"t_start": 1786518011.4113042, "env_id": "None"}
r,l,t,completed,constraint_success,distance_failure,time_failure,joint_success,corridor_violation_steps,fov_violation_steps,total_speed_violation_steps,closing_speed_violation_steps,phase2_stage
-28.421201,592,402.996927,False,False,True,False,False,146,337,463,74,warmup
-29.796666,562,415.752059,False,False,True,False,False,0,451,440,0,warmup
-28.881527,391,424.689842,False,False,True,False,False,0,325,334,0,warmup
-28.28191,425,434.424074,False,False,True,False,False,146,320,308,1,warmup
-30.703506,549,447.197987,False,False,True,False,False,420,480,441,21,warmup
-31.045314,393,456.396242,False,False,True,False,False,228,291,334,0,warmup
-29.171468,393,465.300342,False,False,True,False,False,0,249,298,0,warmup
-32.706318,427,474.783918,False,False,True,False,False,255,322,346,0,warmup
-33.586435,735,491.950654,False,False,True,False,False,607,429,427,1,warmup
-28.839232,446,502.133712,False,False,True,False,False,250,176,264,0,warmup
-35.240359,788,519.987675,False,False,True,False,False,344,366,327,40,warmup
-32.987599,563,532.54139,False,False,True,False,False,35,298,433,0,warmup
-30.259175,538,544.767715,False,False,True,False,False,166,202,243,0,warmup
-39.268353,814,563.251704,False,False,True,False,False,512,169,740,518,warmup
-37.968399,548,575.671935,False,False,True,False,False,475,352,431,261,warmup
-29.579073,333,583.305431,False,False,True,False,False,236,226,243,157,warmup
-36.90021,615,597.23872,False,False,True,False,False,438,191,508,403,warmup
-34.290085,543,609.66012,False,False,True,False,False,476,413,407,158,warmup
-62.828208,1305,639.93728,False,False,True,False,False,1085,679,1080,587,warmup
-41.749662,789,657.967086,False,False,True,False,False,741,343,303,442,warmup
-41.317497,736,674.879621,False,False,True,False,False,521,401,481,370,warmup
-28.651098,685,690.359076,False,False,True,False,False,143,481,305,0,warmup
-34.864673,590,703.920499,False,False,True,False,False,485,485,450,392,warmup
-45.382023,837,723.25187,False,False,True,False,False,763,572,547,264,warmup
-47.621917,1094,748.233536,False,False,True,False,False,999,691,573,311,warmup
-32.918752,561,761.411695,False,False,True,False,False,0,300,401,0,warmup
-34.711958,608,775.125918,False,False,True,False,False,459,463,474,134,warmup
-33.858228,517,787.067154,False,False,True,False,False,373,440,449,0,warmup
-34.706774,762,804.226927,False,False,True,False,False,693,594,436,0,warmup
-32.353399,562,817.094316,False,False,True,False,False,403,238,402,114,warmup
-34.988143,457,827.441273,False,False,True,False,False,361,234,367,393,warmup
-26.744229,416,837.048858,False,False,True,False,False,173,198,293,0,warmup
-37.838248,605,850.944823,False,False,True,False,False,513,383,436,473,warmup
-36.480332,610,864.727687,False,False,True,False,False,448,413,299,532,warmup
-28.845275,577,877.655519,False,False,True,False,False,123,484,435,0,warmup
-29.096052,464,888.229356,False,False,True,False,False,238,343,372,0,warmup
-40.674446,521,900.335934,False,False,True,False,False,391,335,395,400,warmup
-54.45772,1133,925.857164,False,False,True,False,False,653,602,977,552,warmup
-43.009673,907,946.565023,False,False,True,False,False,601,506,602,164,warmup
-37.621287,594,960.003932,False,False,True,False,False,305,507,370,201,warmup
-33.67471,695,975.519118,False,False,True,False,False,95,432,466,0,warmup
-35.482188,581,988.992492,False,False,True,False,False,445,441,405,245,warmup
-28.72119,466,1000.530125,False,False,True,False,False,272,167,410,114,warmup
-31.069818,432,1010.474051,False,False,True,False,False,326,338,315,241,warmup
-44.743096,811,1029.106318,False,False,True,False,False,715,293,617,553,warmup
-33.166177,430,1038.704445,False,False,True,False,False,325,276,359,295,warmup
-32.943604,604,1052.37922,False,False,True,False,False,125,360,478,10,warmup
-33.342171,473,1110.508761,False,False,True,False,False,292,334,304,152,warmup
-36.400088,581,1123.763703,False,False,True,False,False,495,414,332,119,warmup
-40.713453,814,1142.122648,False,False,True,False,False,668,520,591,376,warmup
-40.172454,571,1155.018785,False,False,True,False,False,487,496,502,401,warmup
-35.376578,776,1172.894017,False,False,True,False,False,522,348,564,299,warmup
-31.889136,433,1183.172296,False,False,True,False,False,229,236,332,161,warmup
-27.697945,372,1191.709463,False,False,True,False,False,230,337,308,0,warmup
-36.261084,485,1202.912012,False,False,True,False,False,358,365,309,178,warmup
-43.30698,817,1221.50033,False,False,True,False,False,348,587,680,393,warmup
-31.248065,402,1230.772436,False,False,True,False,False,249,289,271,57,warmup
-36.11489,685,1246.804826,False,False,True,False,False,552,556,414,107,warmup
-37.501825,587,1260.174543,False,False,True,False,False,465,308,491,335,warmup
-42.724582,863,1279.869012,False,False,True,False,False,648,587,654,396,warmup
-34.172813,460,1290.474738,False,False,True,False,False,327,268,364,383,warmup
-34.863978,458,1300.835156,False,False,True,False,False,350,150,385,393,warmup
-26.499881,511,1312.722857,False,False,True,False,False,245,149,330,0,warmup
-27.507843,509,1324.70416,False,False,True,False,False,134,344,352,0,warmup
-33.850369,422,1334.24928,False,False,True,False,False,313,311,344,304,warmup
-34.612758,433,1344.150267,False,False,True,False,False,306,304,352,223,warmup
-42.043511,738,1361.460704,False,False,True,False,False,565,363,590,451,warmup
-35.012154,556,1374.027713,False,False,True,False,False,401,364,423,149,warmup
-44.660595,725,1390.750977,False,False,True,False,False,577,564,572,568,warmup
-39.069722,716,1407.23899,False,False,True,False,False,646,589,572,248,warmup
-31.236597,395,1416.144787,False,False,True,False,False,305,279,319,266,warmup
-32.393975,410,1425.320401,False,False,True,False,False,0,212,306,0,warmup
-37.468114,613,1439.295538,False,False,True,False,False,499,336,412,74,warmup
-39.590532,646,1454.184005,False,False,True,False,False,553,391,569,311,warmup
-35.738454,576,1467.285532,False,False,True,False,False,427,443,321,180,warmup
-30.54591,427,1477.142561,False,False,True,False,False,235,189,337,31,warmup
-34.615135,449,1487.316966,False,False,True,False,False,323,306,347,389,warmup
-36.857111,545,1499.886131,False,False,True,False,False,424,405,331,343,warmup
-33.372276,423,1509.771889,False,False,True,False,False,332,246,327,127,warmup
-42.08182,584,1522.874175,False,False,True,False,False,428,346,482,501,warmup
-37.504806,573,1535.739032,False,False,True,False,False,501,482,477,360,warmup
-48.273177,935,1557.274748,False,False,True,False,False,755,749,627,320,warmup
-46.429923,816,1576.187003,False,False,True,False,False,660,485,679,567,warmup
-38.972712,588,1589.960555,False,False,True,False,False,511,349,504,260,warmup
-31.785255,497,1601.613256,False,False,True,False,False,444,179,460,175,warmup
-32.245766,532,1613.887574,False,False,True,False,False,372,458,472,78,warmup
-31.649738,379,1622.576952,False,False,True,False,False,266,165,291,159,warmup
-38.366873,582,1635.78475,False,False,True,False,False,456,330,482,209,warmup
-45.480625,840,1655.121953,False,False,True,False,False,748,469,685,553,warmup
