#{"t_start": 1789100126.469773, "env_id": "None"}
r,l,t,completed,terminal_region_active,illegal_terminal_entry_count,hybrid_waypoint_radius_m,hybrid_qp_zero_fallbacks
-22.210437,60,89.264207,False,False,1,6.474854956762355,0
-31.905355,23,122.356756,False,False,1,12.58176729453112,7
-35.159266,54,183.721663,False,False,1,17.048379302642818,18
-21.459922,30,218.303804,False,False,0,17.523088283419348,0
-21.310634,34,255.698865,False,False,1,4.8601816653649905,3
-20.63258,46,308.462802,False,False,0,23.927750825881958,0
-21.882643,51,368.095766,False,False,0,11.444637174566509,0
-32.2261,26,396.9891,False,False,1,5.198480241147,5
-21.49203,45,448.312195,False,False,1,9.60833383289993,9
-21.602067,47,503.572423,False,False,0,13.795895488070238,0
-34.637458,19,524.036843,False,False,1,4.820324533972006,15
-21.22001,34,562.370222,False,False,0,12.335745673483821,0
-22.039713,50,618.751325,False,False,1,14.100982668695874,17
-21.665879,33,656.33811,False,False,0,13.397391933918133,0
-35.432487,23,681.328068,False,False,1,11.084139367176778,13
-19.720523,70,761.211248,False,False,0,13.602664947509764,0
-21.611072,49,817.62748,False,False,0,13.396107763780362,0
-28.842651,14,832.569098,False,False,1,6.715245685357258,12
-23.004584,65,906.670895,False,False,1,6.913039646214852,0
-38.17902,25,933.494335,False,False,1,7.306168328741317,13
-20.633644,52,993.48434,False,False,1,8.078674674034119,13
-20.734845,30,1026.401115,False,False,0,7.82826278405981,0
-20.849493,23,1050.759335,False,False,0,13.45209870400316,0
-21.470544,22,1074.35293,False,False,0,14.483903768445009,0
-32.95872,19,1093.819937,False,False,1,19.053040027618394,7
-21.354694,43,1137.569324,False,False,1,7.9442824339335205,7
-20.998291,53,1195.642581,False,False,0,14.63358373977915,0
-20.830115,59,1259.802362,False,False,0,12.060838880116965,0
-20.702041,54,1318.483196,False,False,1,5.383778861241108,14
-21.35042,21,1340.893644,False,False,0,16.350532776303403,0
-22.24464,43,1384.89023,False,False,1,10.850363317591023,6
-45.004971,31,1416.784003,False,False,1,7.7260976762961855,13
-21.687782,39,1457.382965,False,False,1,5.913747889180642,4
-22.015937,56,1517.910625,False,False,0,11.69171138320613,0
-35.059374,20,1538.158789,False,False,1,11.213428016630619,13
-29.11308,71,1615.2518,False,False,1,21.82682220380072,8
-37.468959,30,1647.201711,False,False,1,5.693597695293221,20
-21.48397,49,1697.949118,False,False,1,5.180669862723207,4
-22.637182,58,1761.541107,False,False,2,22.260507136268817,9
-34.685911,18,1780.568084,False,False,1,8.193138519822076,19
-41.907687,51,1833.223811,False,False,1,10.990977514979482,18
-52.25005,39,1872.470776,False,False,1,9.557483377871584,7
-21.86473,35,1910.200289,False,False,0,10.479849614784802,0
-21.930902,38,1949.862109,False,False,1,10.145279299148259,16
-21.040876,38,1988.739839,False,False,1,7.740747788274726,1
-34.157343,18,2007.650248,False,False,1,6.0786960666168435,13
-21.360521,26,2035.513897,False,False,0,21.35801915456193,0
-22.397986,60,2098.689478,False,False,1,8.870378702839258,6
-38.843403,28,2127.656573,False,False,1,9.283224304161163,12
-36.625867,26,2155.384383,False,False,1,10.064519818274075,20
-20.384545,68,2231.088312,False,False,0,14.232014175494006,0
-21.4165,44,2281.648078,False,False,1,11.78684645019975,12
-38.200337,55,2344.307807,False,False,1,9.044407822125507,15
-22.11803,56,2407.421363,False,False,1,17.299184372544715,4
-17.984003,150,2583.812386,False,True,1,3.691097329420758,0
-22.994997,31,2618.355555,False,False,1,23.18733237800367,6
1.676646,150,2799.917005,False,False,0,3.07143641829844,0
-28.638602,12,2813.052907,False,False,1,24.949430286884304,10
-22.5592,32,2849.986341,False,False,1,23.92540728799381,13
-21.570777,46,2905.373413,False,False,0,3.007412353645625,0
-21.092573,36,2948.720925,False,False,0,3.0455001039826715,0
-21.353794,67,3028.178624,False,False,0,3.042501628383164,0
2.304658,150,3209.722384,False,False,0,3.4614112410128253,0
2.581054,150,3389.00812,False,False,0,4.8346290922227695,0
-21.750825,28,3419.318056,False,False,1,24.66330349445344,2
1.903581,150,3599.085326,False,False,0,3.3332448223723214,0
1.351299,150,3777.257063,False,False,0,3.555051312333326,0
3.322231,150,3959.151376,False,False,0,3.1712866648074907,0
2.905728,150,4173.967312,False,False,3,5.066079241242225,0
-9.487185,150,4345.786492,False,True,0,3.584883489568264,0
2.82188,150,4519.081235,False,False,0,3.1408677799495908,0
3.559451,150,4692.016492,False,False,0,3.350404595888861,0
2.765502,150,4870.775197,False,False,0,5.342762331176823,0
3.871064,150,5048.411894,False,False,0,3.1105629964265127,0
2.833308,150,5221.026207,False,True,0,6.224438309669494,0
-9.442941,150,5395.604675,False,True,0,3.273201142822804,0
-18.951763,141,5560.113017,False,False,0,3.0066412615945435,0
-33.851703,17,5578.965847,False,False,1,4.6244574861739185,15
4.154672,150,5750.567541,False,False,0,3.219662564664635,0
3.198209,150,5926.113052,False,False,0,3.9471450291789187,0
4.327042,150,6100.9102,False,False,0,3.056117454381435,0
3.787684,150,6274.743705,False,False,0,6.649507420667169,0
4.213893,150,6446.948164,False,False,0,5.960081005925133,0
-4.468808,150,6620.177347,False,True,0,3.427886765371822,0
2.547532,150,6794.547632,False,True,0,3.409539704285788,0
2.403799,150,6970.459216,False,False,0,4.016336720736228,0
-32.12732,40,7013.743181,False,False,1,24.999813139438626,6
5.178237,150,7187.763444,False,False,1,3.3902467893758113,0
-21.956176,22,7213.267582,False,False,0,7.299884445835495,0
3.846292,150,7392.784655,False,False,1,7.52111797167753,0
-0.445026,150,7566.951888,False,True,0,3.670661180666617,0
1.80262,150,7740.286124,False,False,0,3.156322417721833,0
-4.231973,150,7912.857683,False,True,0,3.0516836643218994,0
5.124593,150,8089.938585,False,False,0,3.23479775765078,0
3.409942,150,8265.12008,False,False,2,3.05332716051366,0
-36.311249,23,8288.6623,False,False,1,3.0232446299645788,8
-36.061547,30,8320.194343,False,False,1,13.55999801322221,9
3.569221,150,8499.426999,False,False,0,4.254952907562256,0
1.930181,150,8671.11315,False,True,0,3.6658661365509033,0
1.596499,150,8849.422971,False,False,0,4.122704710766578,0
3.569009,150,9023.421742,False,False,0,3.0862266931855027,0
3.961521,150,9197.693238,False,False,0,3.6786593836620844,0
3.345803,150,9372.260865,False,False,0,3.357112086763333,0
-32.688914,76,9454.723849,False,False,1,24.508408546447757,3
-20.865309,48,9511.88535,False,False,0,3.055858224402951,0
-41.046537,22,9534.989096,False,False,1,3.181123614311219,6
-20.542164,52,9597.664473,False,False,1,3.2036839593774893,11
3.605135,150,9777.372029,False,False,0,7.140109794443847,0
3.314548,150,9956.459775,False,False,2,3.4588006722851623,0
3.806765,150,10131.670423,False,False,1,4.345147067199909,0
1.934091,150,10303.944405,False,True,0,4.766261682940637,0
2.984465,150,10481.558255,False,True,0,11.765232037898356,0
-37.262292,25,10508.026425,False,False,1,5.808378320088238,5
2.98229,150,10705.808956,False,False,0,3.468260710851359,0
-121.534062,112,10877.124786,False,False,1,3.0044700715503048,0
2.55932,150,11112.498863,False,False,0,4.112971886367621,0
-20.145276,78,11233.723995,False,False,0,3.002235053102518,0
2.556684,150,11467.990236,False,True,0,5.2433503175342775,0
3.905793,150,11704.937768,False,False,0,4.5396441816342135,0
-39.729681,71,11814.91635,False,True,0,8.061141912320323,0
-36.782646,150,12052.664711,False,True,0,3.3504556376666943,0
-39.738169,29,12095.811973,False,False,1,3.0243167877197266,19
0.923362,150,12336.241697,False,False,1,4.953976966919124,0
-19.644374,112,12514.129547,False,False,0,3.015528162264201,0
2.442711,150,12754.503321,False,False,1,3.8699718537720935,0
-41.625477,39,12810.975796,False,False,1,3.0195791659444815,10
2.322659,150,13048.471294,False,True,0,8.992092370986937,0
3.654537,150,13287.163771,False,False,0,5.219996902018613,0
1.45328,150,13524.789665,False,True,0,3.211142203075604,0
-33.542338,51,13603.369405,False,False,1,11.744280380970478,6
-33.834381,48,13675.871178,False,False,1,12.28176801281219,18
2.210874,150,13908.510669,False,True,0,3.0472987560212803,0
-50.840291,27,13947.314282,False,False,1,5.40782441104876,13
-38.085007,26,13984.805207,False,False,1,11.74293745496065,2
-20.959366,106,14155.712052,False,False,0,3.004251638548416,0
-20.827844,85,14284.729237,False,False,1,24.99993968009948,4
-21.709986,36,14341.766671,False,False,0,3.107675028232462,0
-20.619597,33,14392.646633,False,False,0,4.330382191942527,0
5.183855,150,14630.99842,False,False,0,3.4303390248906678,0
2.100195,150,14865.224524,False,True,0,5.926920890808105,0
-48.697527,53,14945.971552,False,False,1,19.484795533369407,20
4.27065,150,15182.202158,False,False,0,5.271489312950329,0
2.790521,150,15430.968384,False,True,1,3.364483430346841,0
6.710591,150,15671.575274,False,False,1,7.087691739414251,0
4.767435,150,15915.164783,False,False,0,4.229498395567127,0
-20.40072,55,15999.467669,False,False,0,3.0277991792570362,0
3.284482,150,16232.34691,False,False,1,6.701651768677855,0
-36.204124,23,16267.258407,False,False,1,6.083680641918964,11
3.371703,150,16504.06523,False,False,0,3.266945864084541,0
-22.669289,117,16684.042571,False,False,2,23.58510587853403,1
-45.729462,38,16739.937226,False,False,1,10.91789932633411,7
