#{"t_start": 1786422801.8976715, "env_id": "None"}
r,l,t,completed,distance_failure,time_failure,joint_success,position_success,attitude_success,curriculum_progress,curriculum_ceiling,curriculum_rehearsal,curriculum_rotation_progress,curriculum_translation_progress,episode_shell_outer_m,episode_target_tumble_scale
-9.275531,1334,7295.09112,True,False,False,True,True,True,0.005201468992065729,0.02777,False,0.011558819982368287,0.0,3.0,0.25
-0.513629,486,7306.441042,True,False,False,True,True,True,0.0133374272547239,0.029104,False,0.029638727232719778,0.0,3.0,0.25
-0.185276,351,7314.107605,True,False,False,True,True,True,0.004453133232131818,0.02959,False,0.009895851626959594,0.0,3.0,0.25
-4.649815,1201,7341.88726,True,False,False,True,True,True,0.004853830514289054,0.029941,False,0.010786290031753453,0.0,3.0,0.25
-3.714603,811,7360.055444,True,False,False,True,True,True,0.02486305667526819,0.031142,False,0.05525123705615153,0.0,3.0,0.25
-0.903509,1219,7388.240919,True,False,False,True,True,True,0.029841138298275508,0.031953,False,0.06631364066283446,0.0,3.0,0.25
-8.162235,2000,7434.185774,False,False,True,False,True,False,0.002568917865185116,0.033172,False,0.005708706367078035,0.0,3.0,0.25
-2.804493,636,7449.768883,True,False,False,True,True,True,0.02068449567392213,0.035172,False,0.04596554594204918,0.0,3.0,0.25
-2.5132,879,7469.723582,True,False,False,True,True,True,0.025966995640605648,0.035808,False,0.057704434756901436,0.0,3.0,0.25
-3.676306,783,7488.379228,True,False,False,True,True,True,0.029814571903456336,0.036687,False,0.06625460422990297,0.0,3.0,0.25
-3.308625,870,7508.415911,True,False,False,True,True,True,0.022712147954877332,0.03747,False,0.050471439899727404,0.0,3.0,0.25
-2.614144,1045,7532.649637,True,False,False,True,True,True,0.0139549285419573,0.03834,False,0.031010952315460666,0.0,3.0,0.25
-1.474814,1105,7558.119071,True,False,False,True,True,True,0.02889839091599858,0.039385,False,0.06421864647999684,0.0,3.0,0.25
-2.106208,1599,7595.093634,True,False,False,True,True,True,0.026402163518583602,0.04049,False,0.05867147448574134,0.0,3.0,0.25
-0.339213,751,7612.250966,True,False,False,True,True,True,0.01981351573989455,0.042089,False,0.04403003497754344,0.0,3.0,0.25
-1.159727,649,7627.71341,True,False,False,True,True,True,0.008529882238570312,0.04284,False,0.01895529386348958,0.0,3.0,0.25
0.088969,457,7638.077826,True,False,False,True,True,True,0.02641068580211628,0.043489,False,0.05869041289359173,0.0,3.0,0.25
-0.609436,483,7649.937707,True,False,False,True,True,True,0.0036117167564827706,0.043946,True,0.008026037236628378,0.0,3.0,0.25
-0.349144,475,7660.728389,True,False,False,True,True,True,0.03186937062494746,0.044429,False,0.07082082361099436,0.0,3.0,0.25
1.295196,277,7667.655396,True,False,False,True,True,True,0.010667639056631682,0.044904,True,0.023705864570292626,0.0,3.0,0.25
-7.120405,962,7689.329403,True,False,False,True,True,True,0.02941256913877338,0.045181,False,0.06536126475282973,0.0,3.0,0.25
-2.981178,784,7707.019482,True,False,False,True,True,True,0.011297369893296307,0.046143,False,0.025105266429547347,0.0,3.0,0.25
-0.588635,720,7723.222431,True,False,False,True,True,True,0.03080061580362406,0.046927,False,0.06844581289694235,0.0,3.0,0.25
0.318211,344,7731.059656,True,False,False,True,True,True,0.02871171592252952,0.047647,False,0.06380381316117671,0.0,3.0,0.25
0.373137,510,7742.55466,True,False,False,True,True,True,0.03262085532690809,0.047991,False,0.07249078961535131,0.0,3.0,0.25
-1.093858,541,7754.634972,True,False,False,True,True,True,0.0162223574526991,0.048501,True,0.03604968322822022,0.0,3.0,0.25
-0.777605,666,7769.515866,True,False,False,True,True,True,0.039292923119375954,0.049042,False,0.08731760693194657,0.0,3.0,0.25
-10.99028,1164,7796.121593,True,False,False,True,True,True,0.02034582764207723,0.049708,True,0.045212950315727175,0.0,3.0,0.25
-4.268254,2000,7841.898859,False,False,True,False,True,False,0.007800337465953461,0.050872,False,0.017334083257674358,0.0,3.0,0.25
-1.082813,1370,7873.48481,True,False,False,True,True,True,0.03584056032575733,0.052872,False,0.07964568961279407,0.0,3.0,0.25
-1.683365,596,7887.064619,True,False,False,True,True,True,0.004493524539927143,0.054242,False,0.009985610088726985,0.0,3.0,0.25
-8.695297,1841,7929.2257,True,False,False,True,True,True,0.03704044118859018,0.054838,False,0.0823120915302004,0.0,3.0,0.25
-4.563215,1386,7960.734657,True,False,False,True,True,True,0.01866928462632377,0.056679,True,0.041487299169608374,0.0,3.0,0.25
0.496017,519,7971.805458,True,False,False,True,True,True,0.02354606718570612,0.058065,False,0.0523245937460136,0.0,3.0,0.25
-0.341676,488,7983.383272,True,False,False,True,True,True,0.04413829226090158,0.058584,False,0.09808509391311462,0.0,3.0,0.25
-3.608994,2000,8028.759022,False,False,True,False,True,False,0.0042693267370655825,0.059072,False,0.009487392749034628,0.0,3.0,0.25
-8.114665,2000,8075.456228,False,False,True,False,True,False,0.03611373695904282,0.061072,True,0.08025274879787293,0.0,3.0,0.25
-6.307875,2000,8122.015623,False,False,True,False,True,False,0.03167229567096594,0.063072,True,0.07038287926881319,0.0,3.0,0.25
-3.533504,2000,8173.754225,False,False,True,False,True,False,0.05557104563922877,0.065072,False,0.12349121253161947,0.0,3.0,0.30000000000000004
-4.405401,2000,8220.226334,False,False,True,False,True,False,0.046661771682313564,0.067072,False,0.1036928259606968,0.0,3.0,0.30000000000000004
-1.860146,2000,8266.513834,False,False,True,False,True,False,0.012806984094914861,0.069072,False,0.028459964655366356,0.0,3.0,0.25
-0.824843,539,8279.022604,True,False,False,True,True,True,0.008075567822012677,0.071072,True,0.017945706271139283,0.0,3.0,0.25
-5.854902,2000,8325.211328,False,False,True,False,True,False,0.047683318432736904,0.071611,False,0.10596292985052645,0.0,3.0,0.30000000000000004
-0.873186,681,8341.754534,True,False,False,True,True,True,0.019817637651889,0.073611,False,0.04403919478197556,0.0,3.0,0.25
-2.629987,2000,8387.60041,False,False,True,False,True,False,0.026397447891273344,0.074292,True,0.05866099531394076,0.0,3.0,0.25
-2.378703,1270,8416.776507,True,False,False,True,True,True,0.00576741072997623,0.076292,False,0.012816468288836067,0.0,3.0,0.25
-1.679993,1912,8461.647711,True,False,False,True,True,True,0.03138258536523276,0.077562,False,0.06973907858940613,0.0,3.0,0.25
0.026752,790,8479.59075,True,False,False,True,True,True,0.07483405649201862,0.079474,False,0.16629790331559693,0.0,3.0,0.30000000000000004
-58.463029,2000,8525.377697,False,False,True,False,False,False,0.012999197011812576,0.080264,False,0.028887104470694612,0.0,3.0,0.25
1.69748,487,8536.508256,True,False,False,True,True,True,0.05404061629892915,0.082264,False,0.12009025844206478,0.0,3.0,0.30000000000000004
1.122216,351,8544.352524,True,False,False,True,True,True,0.06206145399112833,0.082751,False,0.1379143422025074,0.0,3.0,0.30000000000000004
-1.639241,966,8567.26042,True,False,False,True,True,True,0.002047386410629201,0.083102,True,0.004549747579176003,0.0,3.0,0.25
-2.419698,1195,8594.820229,True,False,False,True,True,True,0.0416365945290987,0.084068,False,0.09252576562021933,0.0,3.0,0.25
-4.005436,1354,8626.571181,True,False,False,True,True,True,0.04267138159036942,0.085263,False,0.09482529242304316,0.0,3.0,0.25
1.092369,619,8640.934675,True,False,False,True,True,True,0.080812512918157,0.086617,False,0.1795833620403489,0.0,3.0,0.30000000000000004
-11.518038,1694,8679.359952,True,False,False,True,True,True,0.012676954261446396,0.087236,False,0.02817100946988088,0.0,3.0,0.25
-7.319444,1095,8704.485673,True,False,False,True,True,True,0.07238532551626005,0.08893,False,0.16085627892502233,0.0,3.0,0.30000000000000004
-0.915075,588,8718.43542,True,False,False,True,True,True,0.08078423781574781,0.090025,False,0.17952052847943958,0.0,3.0,0.30000000000000004
-4.361264,1579,8754.863873,True,False,False,True,True,True,0.03155345208678918,0.090613,False,0.07011878241508707,0.0,3.0,0.25
-0.601764,674,8769.942852,True,False,False,True,True,True,0.06477945085005578,0.092192,False,0.14395433522234616,0.0,3.0,0.30000000000000004
0.936303,337,8777.912712,True,False,False,True,True,True,0.0006194097554646633,0.092866,False,0.0013764661232548072,0.0,3.0,0.25
-3.449357,1207,8806.049487,True,False,False,True,True,True,0.06547382130648867,0.093203,False,0.14549738068108592,0.0,3.0,0.30000000000000004
-2.622829,780,8824.302631,True,False,False,True,True,True,0.012610539734839516,0.09441,False,0.028023421632976702,0.0,3.0,0.25
-0.230766,633,8839.364381,True,False,False,True,True,True,0.04976484503324598,0.09519,False,0.1105885445183244,0.0,3.0,0.30000000000000004
-5.670048,2000,8885.539384,False,False,True,False,True,False,0.03836450688532773,0.095823,False,0.08525445974517272,0.0,3.0,0.25
-1.762916,504,8897.139513,True,False,False,True,True,True,0.041251352897361176,0.097823,True,0.09166967310524705,0.0,3.0,0.25
-1.361613,2000,8942.756295,False,False,True,False,True,False,0.02377463344084725,0.098327,False,0.052832518757438336,0.0,3.0,0.25
-3.242615,777,8960.289522,True,False,False,True,True,True,0.04084621642752144,0.100327,True,0.09076936983893653,0.0,3.0,0.25
-4.724791,1302,8990.175913,True,False,False,True,True,True,0.08860405578740645,0.101104,True,0.1968979017497921,0.0,3.0,0.30000000000000004
-4.99821,1838,9032.932763,True,False,False,True,True,True,0.07862932005620857,0.102406,False,0.17473182234713014,0.0,3.0,0.30000000000000004
-0.449121,492,9044.226276,True,False,False,True,True,True,0.01577957456448496,0.104244,False,0.03506572125441102,0.0,3.0,0.25
-41.715177,743,9061.001355,False,True,False,False,False,False,0.0901332553874749,0.104736,False,0.20029612308327754,0.0,3.0,0.30000000000000004
-1.761683,748,9078.361985,True,False,False,True,True,True,0.0419904702320874,0.105479,False,0.09331215607130533,0.0,3.0,0.25
-2.420596,958,9101.217896,True,False,False,True,True,True,0.000541345081992442,0.106227,False,0.0012029890710943153,0.0,3.0,0.25
-12.531755,2000,9147.981627,False,False,True,False,True,False,0.06725406870439517,0.107185,False,0.14945348600976704,0.0,3.0,0.30000000000000004
-0.907475,529,9160.114403,True,False,False,True,True,True,0.0331754976229738,0.109185,False,0.07372332805105289,0.0,3.0,0.25
-0.312002,442,9169.696144,True,False,False,True,True,True,0.017815106716644418,0.109714,False,0.039589126036987596,0.0,3.0,0.25
-0.724126,677,9185.293955,True,False,False,True,True,True,0.0061245541130151805,0.110156,False,0.013610120251144844,0.0,3.0,0.25
0.626883,461,9195.932588,True,False,False,True,True,True,0.0006269193487973491,0.110833,True,0.0013931541084385535,0.0,3.0,0.25
-3.951404,1195,9223.08549,True,False,False,True,True,True,0.04793754043326174,0.111294,False,0.10652786762947053,0.0,3.0,0.30000000000000004
-3.90778,621,9236.938696,True,False,False,True,True,True,0.08294294815526394,0.112489,False,0.1843176625672532,0.0,3.0,0.30000000000000004
-9.252913,1423,9270.101767,True,False,False,True,True,True,0.024634347758011287,0.11311,False,0.05474299501780286,0.0,3.0,0.25
-4.366185,1104,9295.172971,True,False,False,True,True,True,0.09264138986375633,0.114533,False,0.20586975525279186,0.0,3.0,0.30000000000000004
0.167204,772,9313.40937,True,False,False,True,True,True,0.008505439009100382,0.115637,False,0.018900975575778627,0.0,3.0,0.25
-47.701162,2000,9359.368585,False,False,True,False,False,False,0.07519185504806941,0.116409,False,0.16709301121793202,0.0,3.0,0.30000000000000004
-9.544652,1436,9392.999377,True,False,False,True,True,True,0.02973810171426622,0.118409,False,0.06608467047614715,0.0,3.0,0.25
-1.568633,429,9402.915191,True,False,False,True,True,True,0.0993361415755459,0.119845,False,0.2207469812789909,0.0,3.0,0.30000000000000004
-1.718249,716,9419.090143,True,False,False,True,True,True,0.0825272878406377,0.120274,False,0.18339397297919488,0.0,3.0,0.30000000000000004
-4.444838,2000,9465.240021,False,False,True,False,True,False,0.06130306272104601,0.12099,False,0.13622902826899114,0.0,3.0,0.30000000000000004
-3.690113,2000,9510.850208,False,False,True,False,True,False,0.09104498376330877,0.12299,False,0.20232218614068614,0.0,3.0,0.30000000000000004
-2.186049,562,9524.323319,True,False,False,True,True,True,0.03292883730946778,0.12499,False,0.07317519402103952,0.0,3.0,0.25
-2.248788,678,9540.141251,True,False,False,True,True,True,0.07414781634470283,0.125552,False,0.16477292521045073,0.0,3.0,0.30000000000000004
0.832852,440,9550.431193,True,False,False,True,True,True,0.015051418820288865,0.12623,False,0.0334475973784197,0.0,3.0,0.25
-2.455282,854,9570.32306,True,False,False,True,True,True,0.05615949866067094,0.12667,False,0.12479888591260208,0.0,3.0,0.30000000000000004
-3.488373,1092,9595.516203,True,False,False,True,True,True,0.03110468546585097,0.127524,True,0.0691215232574466,0.0,3.0,0.25
-2.641992,693,9611.69733,True,False,False,True,True,True,0.017871023793686037,0.128616,False,0.03971338620819119,0.0,3.0,0.25
-4.608906,806,9629.544559,True,False,False,True,True,True,0.06554702371276529,0.129309,False,0.14566005269503396,0.0,3.0,0.30000000000000004
-0.090587,427,9639.684339,True,False,False,True,True,True,0.10606265947626536,0.130115,False,0.23569479883614525,0.0,3.0,0.30000000000000004
-10.410672,1940,9684.463469,True,False,False,True,True,True,0.039614841321635286,0.130542,False,0.08803298071474508,0.0,3.0,0.25
-0.865514,510,9695.926939,True,False,False,True,True,True,0.07245775295565131,0.132482,True,0.16101722879033623,0.0,3.0,0.30000000000000004
-59.060142,1652,9733.50065,False,True,False,False,False,False,0.029359925281624913,0.132992,False,0.06524427840361091,0.0,3.0,0.25
-4.858056,1460,9767.043293,True,False,False,True,True,True,0.008881247134855658,0.134644,False,0.019736104744123684,0.0,3.0,0.25
-5.205683,2000,9813.735281,False,False,True,False,True,False,0.006446653659170798,0.136104,False,0.014325897020379551,0.0,3.0,0.25
-4.134455,931,9835.115769,True,False,False,True,True,True,0.0066188907761029646,0.138104,True,0.014708646169117698,0.0,3.0,0.25
-22.671416,2000,9880.34296,True,False,False,True,True,True,0.05020951922225621,0.139035,False,0.11157670938279157,0.0,3.0,0.30000000000000004
-5.525342,1046,9903.91424,True,False,False,True,True,True,0.11138764340234131,0.141035,False,0.24752809644964735,0.0,3.0,0.30000000000000004
-0.655542,677,9920.447246,True,False,False,True,True,True,0.05877318619031441,0.142081,True,0.1306070804229209,0.0,3.0,0.30000000000000004
-0.235088,493,9931.857387,True,False,False,True,True,True,0.05507975315232458,0.142758,False,0.12239945144961017,0.0,3.0,0.30000000000000004
0.882558,309,9945.108577,True,False,False,True,True,True,0.13639453404394128,0.143251,False,0.30309896454209173,0.0,3.0,0.35000000000000003
-6.116368,1183,9971.61908,True,False,False,True,True,True,0.04393022740195537,0.14356,False,0.09762272755990081,0.0,3.0,0.25
-12.860688,1826,10013.749613,True,False,False,True,True,True,0.047170002964164195,0.144743,False,0.10482222880925376,0.0,3.0,0.30000000000000004
-63.849577,1520,10048.656825,False,True,False,False,False,False,0.09294233102982662,0.146569,True,0.2065385133996147,0.0,3.0,0.30000000000000004
0.336994,457,10059.620173,True,False,False,True,True,True,0.013144902313088904,0.148089,False,0.029210894029086453,0.0,3.0,0.25
-33.335248,2000,10105.494473,False,False,True,False,False,False,0.06412656407462972,0.148546,False,0.14250347572139938,0.0,3.0,0.30000000000000004
-59.892763,1971,10151.326915,False,True,False,False,False,False,0.022906691154586583,0.150546,False,0.050903758121303516,0.0,3.0,0.25
-39.551588,813,10169.47656,False,True,False,False,False,False,0.0982054358853484,0.152517,False,0.21823430196744087,0.0,3.0,0.30000000000000004
-3.267963,964,10191.106691,True,False,False,True,True,True,0.05717903412747709,0.15333,False,0.1270645202832824,0.0,3.0,0.30000000000000004
-2.73622,929,10212.643641,True,False,False,True,True,True,0.12622292155945872,0.154294,False,0.2804953812432416,0.0,3.0,0.30000000000000004
-52.223991,2000,10257.770293,False,False,True,False,False,False,0.016142475383789337,0.155223,False,0.03587216751953186,0.0,3.0,0.25
-5.684813,1127,10283.325234,True,False,False,True,True,True,0.12802565554194437,0.157223,False,0.28450145675987637,0.0,3.0,0.30000000000000004
-10.62348,1145,10310.082874,True,False,False,True,True,True,0.12709392423436353,0.15835,False,0.28243094274303004,0.0,3.0,0.30000000000000004
-58.4991,1379,10342.092973,False,True,False,False,False,False,0.016067508096249558,0.159495,True,0.03570557354722124,0.0,3.0,0.25
-4.483379,845,10361.789901,True,False,False,True,True,True,0.07092872070945387,0.160874,False,0.15761937935434192,0.0,3.0,0.30000000000000004
-11.510055,2000,10407.114171,False,False,True,False,True,False,0.09239488291765416,0.161719,False,0.20532196203923145,0.0,3.0,0.30000000000000004
-62.809644,1591,10443.098721,False,True,False,False,False,False,0.04428396470825954,0.163719,False,0.09840881046279898,0.0,3.0,0.25
-65.690292,1867,10484.703535,False,True,False,False,False,False,0.09169146956127054,0.16531,False,0.20375882124726785,0.0,3.0,0.30000000000000004
-47.726259,1004,10507.750148,False,True,False,False,False,False,0.14929671743441605,0.167177,False,0.3317704831875912,0.0,3.0,0.35000000000000003
-0.27315,459,10518.082438,True,False,False,True,True,True,0.024209786349662067,0.168181,False,0.05379952522147126,0.0,3.0,0.25
-61.693907,1693,10556.236612,False,True,False,False,False,False,0.12840022491802724,0.16864,False,0.28533383315117167,0.0,3.0,0.30000000000000004
-64.406192,1587,10592.1677,False,True,False,False,False,False,0.10357177300123517,0.170333,False,0.23015949555830037,0.0,3.0,0.30000000000000004
-60.574921,2000,10637.908844,False,False,True,False,False,False,0.011696075198700978,0.17192,False,0.025991278219335504,0.0,3.0,0.25
-68.176563,1654,10675.616833,False,True,False,False,False,False,0.12222641634509099,0.17392,False,0.27161425854464666,0.0,3.0,0.30000000000000004
-50.90535,1216,10703.361681,False,True,False,False,False,False,0.08192183124340109,0.175574,False,0.18204851387422463,0.0,3.0,0.30000000000000004
-33.324605,491,10714.517071,False,True,False,False,False,False,0.10649243540478096,0.17679,False,0.23664985645506878,0.0,3.0,0.30000000000000004
-37.470097,632,10728.969453,False,True,False,False,False,False,0.01145254891932762,0.177281,False,0.02545010870961693,0.0,3.0,0.25
-42.990165,841,10748.239896,False,True,False,False,False,False,0.15763888964398276,0.177913,False,0.350308643653295,0.0,3.0,0.35000000000000003
-46.519187,1037,10772.085596,False,True,False,False,False,False,0.1310310916895659,0.178754,True,0.29118020375459086,0.0,3.0,0.30000000000000004
-45.421693,921,10793.960111,False,True,False,False,False,False,0.14665655841326086,0.179791,False,0.32590346314057966,0.0,3.0,0.35000000000000003
-55.108273,1383,10826.781511,False,True,False,False,False,False,0.058648450128304615,0.180712,False,0.13032988917401025,0.0,3.0,0.30000000000000004
-43.555748,873,10846.744161,False,True,False,False,False,False,0.11354859141654029,0.182095,True,0.2523302031478673,0.0,3.0,0.30000000000000004
-46.749505,941,10867.941986,False,True,False,False,False,False,0.1127157471589635,0.182968,False,0.25047943813103,0.0,3.0,0.30000000000000004
-64.636514,2000,10914.300878,False,False,True,False,False,False,0.02274564521305925,0.183909,True,0.05054587825124277,0.0,3.0,0.25
-57.607254,2000,10960.303262,False,False,True,False,False,False,0.18147793716338906,0.185909,False,0.40328430480753125,0.0,3.0,0.35000000000000003
-83.257822,1975,11006.482044,False,True,False,False,False,False,0.08020559095586524,0.187909,False,0.17823464656858942,0.0,3.0,0.30000000000000004
-51.909347,1064,11030.550425,False,True,False,False,False,False,0.06762956918860147,0.189884,False,0.1502879315302255,0.0,3.0,0.30000000000000004
-68.802146,1740,11072.525875,False,True,False,False,False,False,0.07798862289504935,0.190948,False,0.17330805087788745,0.0,3.0,0.30000000000000004
-49.076941,1030,11096.325466,False,True,False,False,False,False,0.11077754730483709,0.192688,False,0.24617232734408243,0.0,3.0,0.30000000000000004
-41.128758,779,11114.60504,False,True,False,False,False,False,0.1640114989315889,0.193718,False,0.3644699976257531,0.0,3.0,0.35000000000000003
-43.364122,797,11133.016234,False,True,False,False,False,False,0.02915621664455556,0.194497,False,0.0647915925434568,0.0,3.0,0.25
-44.13577,881,11153.215471,False,True,False,False,False,False,0.1261035411638541,0.195294,False,0.28023009147523137,0.0,3.0,0.30000000000000004
-38.215547,594,11166.529367,False,True,False,False,False,False,0.11271729767980793,0.196175,True,0.2504828837329065,0.0,3.0,0.30000000000000004
-37.043433,633,11181.497481,False,True,False,False,False,False,0.16522896485111446,0.196769,False,0.36717547744692103,0.0,3.0,0.35000000000000003
-34.35294,505,11193.310824,False,True,False,False,False,False,0.06947896048645011,0.197402,False,0.15439768996988912,0.0,3.0,0.30000000000000004
-47.880594,954,11215.028305,False,True,False,False,False,False,0.19648988816867768,0.197907,True,0.43664419593039483,0.0,3.0,0.35000000000000003
-67.721745,2000,11260.193685,False,False,True,False,False,False,0.13865149823905346,0.198861,False,0.3081144405312299,0.0,3.0,0.35000000000000003
-53.219008,1276,11289.278849,False,True,False,False,False,False,0.006847080694073627,0.200861,False,0.01521573487571917,0.0,3.0,0.25
-36.664919,617,11303.401784,False,True,False,False,False,False,0.14749684771379376,0.202137,False,0.32777077269731947,0.0,3.0,0.35000000000000003
-51.41649,1044,11327.728167,False,True,False,False,False,False,0.08505311882308166,0.202754,False,0.18900693071795924,0.0,3.0,0.30000000000000004
-45.001923,843,11346.454775,False,True,False,False,False,False,0.17724099706533344,0.203798,True,0.39386888236740764,0.0,3.0,0.35000000000000003
-55.375221,1230,11375.016015,False,True,False,False,False,False,0.11729255838950521,0.204641,False,0.260650129754456,0.0,3.0,0.30000000000000004
-48.981855,1029,11398.421221,False,True,False,False,False,False,0.029012945031940636,0.205871,False,0.0644732111820903,0.0,3.0,0.25
-71.788087,1951,11442.778067,False,True,False,False,False,False,0.1534681115302901,0.2069,False,0.34104024784508913,0.0,3.0,0.35000000000000003
-51.320683,1061,11466.07477,False,True,False,False,False,False,0.028840717950814915,0.208851,True,0.06409048433514425,0.0,3.0,0.25
-46.484987,896,11486.055208,False,True,False,False,False,False,0.13759193201787376,0.209912,False,0.30575984892860836,0.0,3.0,0.35000000000000003
-44.480419,934,11506.966121,False,True,False,False,False,False,0.16084931264822405,0.210808,False,0.35744291699605346,0.0,3.0,0.35000000000000003
-55.086849,2000,11553.002939,False,False,True,False,False,False,0.06198411232443023,0.211742,True,0.13774247183206717,0.0,3.0,0.30000000000000004
-59.077362,2000,11598.576212,False,False,True,False,False,False,0.0884509203150787,0.213742,False,0.1965576007001749,0.0,3.0,0.30000000000000004
-45.335863,1018,11621.70342,False,True,False,False,False,False,0.21060710836591665,0.215742,True,0.46801579636870366,0.0,3.0,0.35000000000000003
-65.858257,1833,11664.267267,False,True,False,False,False,False,0.03521462351487588,0.21676,False,0.0782547189219464,0.0,3.0,0.25
-43.354041,792,11682.322944,False,True,False,False,False,False,0.17123083450806756,0.218593,True,0.38051296557348346,0.0,3.0,0.35000000000000003
-58.407125,2000,11727.97081,False,False,True,False,False,False,0.15883232759717258,0.219385,False,0.35296072799371686,0.0,3.0,0.35000000000000003
-65.078423,1647,11765.789697,False,True,False,False,False,False,0.0836594910121409,0.221385,False,0.18590998002697978,0.0,3.0,0.30000000000000004
-47.961444,975,11788.2841,False,True,False,False,False,False,0.13772201269635279,0.223032,True,0.3060489171030062,0.0,3.0,0.35000000000000003
-54.558303,1220,11816.132423,False,True,False,False,False,False,0.19509673913721956,0.224007,True,0.43354830919382126,0.0,3.0,0.35000000000000003
-52.975365,1354,11847.511069,False,True,False,False,False,False,0.2076372924287637,0.225227,True,0.46141620539725264,0.0,3.0,0.35000000000000003
-42.214016,824,11866.097764,False,True,False,False,False,False,0.026812353158256533,0.226581,True,0.05958300701834785,0.0,3.0,0.25
-54.881647,1261,11895.848707,False,True,False,False,False,False,0.04031716798128994,0.227405,False,0.08959370662508875,0.0,3.0,0.25
-42.956305,745,11913.176097,False,True,False,False,False,False,0.1493306586270077,0.228666,False,0.3318459080600171,0.0,3.0,0.35000000000000003
-64.041732,1637,11951.675728,False,True,False,False,False,False,0.14379654874683648,0.229411,False,0.3195478861040811,0.0,3.0,0.35000000000000003
-52.637459,1185,11979.707411,False,True,False,False,False,False,0.10793323270258406,0.231048,False,0.23985162822796458,0.0,3.0,0.30000000000000004
-46.83609,857,11999.196643,False,True,False,False,False,False,0.13395215198761354,0.232233,True,0.29767144886136343,0.0,3.0,0.30000000000000004
-43.593534,817,12024.513748,False,True,False,False,False,False,0.226554369448886,0.23309,False,0.5034541543308577,0.0,3.0,0.4
-69.901628,2000,12069.788691,False,False,True,False,False,False,0.1429563818564125,0.233907,False,0.31768084856980555,0.0,3.0,0.35000000000000003
-58.52051,2000,12117.119471,False,False,True,False,False,False,0.1654475201550078,0.235907,False,0.3676611559000173,0.0,3.0,0.35000000000000003
-50.127639,1197,12144.399054,False,True,False,False,False,False,0.10059958326479058,0.237907,True,0.22355462947731242,0.0,3.0,0.30000000000000004
-49.587657,1114,12170.470272,False,True,False,False,False,False,0.19816589624411465,0.239104,False,0.4403686583202548,0.0,3.0,0.35000000000000003
-59.427527,1429,12203.390667,False,True,False,False,False,False,0.05301393253686422,0.240218,False,0.11780873897080937,0.0,3.0,0.30000000000000004
-51.713762,1096,12228.8936,False,True,False,False,False,False,0.220478785363804,0.241647,False,0.48995285636400887,0.0,3.0,0.35000000000000003
-50.131719,1069,12253.316674,False,True,False,False,False,False,0.2321272862041186,0.242743,False,0.5158384137869302,0.0,3.0,0.4
-38.593557,644,12268.334321,False,True,False,False,False,False,0.18992937091990678,0.243812,False,0.42206526871090394,0.0,3.0,0.35000000000000003
-58.603414,1391,12300.402681,False,True,False,False,False,False,0.1826213841174778,0.244456,True,0.40582529803883954,0.0,3.0,0.35000000000000003
-53.056777,1129,12326.437426,False,True,False,False,False,False,0.23686815396165203,0.245847,True,0.5263736754703379,0.0,3.0,0.4
-59.12391,1352,12356.807667,False,True,False,False,False,False,0.12458965839450473,0.246976,False,0.27686590754334384,0.0,3.0,0.30000000000000004
-44.552215,837,12376.50004,False,True,False,False,False,False,0.13596538763227983,0.248328,False,0.3021453058495107,0.0,3.0,0.35000000000000003
-45.978207,895,12397.566659,False,True,False,False,False,False,0.18581166196658835,0.249165,False,0.41291480437019634,0.0,3.0,0.35000000000000003
-42.107042,775,12416.311659,False,True,False,False,False,False,0.22849587940357166,0.25006,False,0.507768620896826,0.0,3.0,0.4
-40.797583,763,12434.044928,False,True,False,False,False,False,0.0944587830856463,0.250835,True,0.20990840685699177,0.0,3.0,0.30000000000000004
-51.254652,1178,12461.035927,False,True,False,False,False,False,0.10073348217628798,0.251598,False,0.2238521826139733,0.0,3.0,0.30000000000000004
-42.922786,752,12478.645151,False,True,False,False,False,False,0.11447270842900342,0.252776,False,0.2543837965088965,0.0,3.0,0.30000000000000004
-50.511826,1126,12504.647725,False,True,False,False,False,False,0.1596605484801361,0.253528,False,0.3548012188447469,0.0,3.0,0.35000000000000003
-49.988627,1078,12529.182879,False,True,False,False,False,False,0.19393080337217097,0.254654,False,0.4309573408270466,0.0,3.0,0.35000000000000003
-56.08812,1407,12562.156635,False,True,False,False,False,False,0.1514412821925032,0.255732,False,0.33653618265000707,0.0,3.0,0.35000000000000003
-46.675011,1028,12586.083709,False,True,False,False,False,False,0.18226517723265526,0.257139,False,0.40503372718367836,0.0,3.0,0.35000000000000003
-53.109374,1170,12613.518894,False,True,False,False,False,False,0.21638942632497193,0.258167,False,0.4808653918332709,0.0,3.0,0.35000000000000003
-51.957499,1254,12642.365499,False,True,False,False,False,False,0.16726148396487595,0.259337,False,0.3716921865886132,0.0,3.0,0.35000000000000003
-42.318351,774,12660.465537,False,True,False,False,False,False,0.203320974723784,0.260591,False,0.45182438827507554,0.0,3.0,0.35000000000000003
-47.276308,954,12682.202481,False,True,False,False,False,False,0.20163993673320554,0.261365,False,0.4480887482960123,0.0,3.0,0.35000000000000003
-44.719799,842,12702.029088,False,True,False,False,False,False,0.16085841210258403,0.262319,False,0.3574631380057423,0.0,3.0,0.35000000000000003
-69.816905,1774,12742.443827,False,True,False,False,False,False,0.05461969941957516,0.263161,True,0.12137710982127813,0.0,3.0,0.30000000000000004
