#{"t_start": 1787289278.0952396, "env_id": "None"}
r,l,t,completed,gate_reached,constraint_success,phase1_speed_failure,premature_entry_failure,terminal_constraint_failure,distance_failure,time_failure,mission_phase,phase1_curriculum_difficulty,phase1_curriculum_full_sample
-30.006339,511,7.466406,False,False,True,True,False,False,False,False,0,1.0,True
-29.712007,529,11.3792,False,False,True,True,False,False,False,False,0,1.0,True
-28.244262,444,14.382222,False,False,True,True,False,False,False,False,0,1.0,True
-27.245239,428,17.427845,False,False,True,True,False,False,False,False,0,1.0,True
-26.739137,427,20.553893,False,False,True,True,False,False,False,False,0,1.0,True
-28.906334,539,24.174142,False,False,True,True,False,False,False,False,0,1.0,True
-28.839839,482,27.374956,False,False,True,True,False,False,False,False,0,1.0,True
-27.876632,472,30.865799,False,False,True,True,False,False,False,False,0,1.0,True
-28.560726,452,34.471796,False,False,True,True,False,False,False,False,0,1.0,True
-30.898054,596,40.509847,False,False,True,True,False,False,False,False,0,1.0,True
-26.030852,400,46.81465,False,False,True,True,False,False,False,False,0,1.0,True
-26.171493,396,52.607445,False,False,True,True,False,False,False,False,0,1.0,True
-25.406819,330,57.756806,False,False,True,True,False,False,False,False,0,1.0,True
-26.762793,379,63.674676,False,False,True,True,False,False,False,False,0,1.0,True
-27.574552,403,70.066837,False,False,True,False,False,False,True,False,0,1.0,True
-26.345873,363,76.142602,False,False,True,False,False,False,True,False,0,1.0,True
-23.03443,232,79.767621,False,False,True,True,False,False,False,False,0,1.0,True
-22.138905,217,83.3186,False,False,True,True,False,False,False,False,0,1.0,True
-26.978746,343,89.099432,False,False,True,False,False,False,True,False,0,1.0,True
-28.484323,497,96.803474,False,False,True,True,False,False,False,False,0,1.0,True
-32.343523,689,107.500888,False,False,True,True,False,False,False,False,0,1.0,True
-38.597689,908,121.680994,False,False,True,False,False,False,True,False,0,1.0,True
-27.088858,481,128.95471,False,False,True,True,False,False,False,False,0,1.0,True
-25.963126,367,134.748426,False,False,True,True,False,False,False,False,0,1.0,True
-24.06274,246,138.760745,False,False,True,True,False,False,False,False,0,1.0,True
-24.693083,315,143.685239,False,False,True,True,False,False,False,False,0,1.0,True
-22.628439,224,147.077647,False,False,True,True,False,False,False,False,0,1.0,True
-26.954494,367,152.794274,False,False,True,True,False,False,False,False,0,1.0,True
-23.038542,336,158.015531,False,False,True,True,False,False,False,False,0,1.0,True
-21.961686,264,162.150267,False,False,True,True,False,False,False,False,0,1.0,True
-25.679173,540,170.592172,False,False,True,True,False,False,False,False,0,1.0,True
-27.758015,368,176.374004,False,False,True,False,False,False,True,False,0,1.0,True
-23.709921,275,180.691721,False,False,True,True,False,False,False,False,0,1.0,True
-27.015665,395,186.828662,False,False,True,False,False,False,True,False,0,1.0,True
-27.197602,568,195.94432,False,False,True,True,False,False,False,False,0,1.0,True
-37.728727,822,208.576181,False,False,True,False,False,False,True,False,0,1.0,True
-21.380039,292,213.257681,False,False,True,False,True,False,False,False,0,1.0,True
-26.885526,417,219.637043,False,False,True,True,False,False,False,False,0,1.0,True
-34.04279,744,231.262485,False,False,True,True,False,False,False,False,0,1.0,True
-21.51326,490,238.612783,False,False,True,False,True,False,False,False,0,1.0,True
-34.005272,744,250.018547,False,False,True,True,False,False,False,False,0,1.0,True
-38.206796,1277,270.554787,False,False,True,True,False,False,False,False,0,1.0,True
-22.867054,241,274.406773,False,False,True,True,False,False,False,False,0,1.0,True
-32.807623,852,287.627887,False,False,True,True,False,False,False,False,0,1.0,True
-23.424248,279,291.973938,False,False,True,True,False,False,False,False,0,1.0,True
-22.377619,317,296.906389,False,False,True,True,False,False,False,False,0,1.0,True
-23.746414,343,302.090796,False,False,True,True,False,False,False,False,0,1.0,True
-26.520623,429,308.756363,False,False,True,False,False,False,True,False,0,1.0,True
-22.793118,259,312.669947,False,False,True,True,False,False,False,False,0,1.0,True
-27.690868,362,318.661019,False,False,True,True,False,False,False,False,0,1.0,True
-26.549711,340,323.790363,False,False,True,False,False,False,True,False,0,1.0,True
