#{"t_start": 1786501508.9069889, "env_id": "None"}
r,l,t,completed,constraint_success,distance_failure,time_failure,joint_success,corridor_violation_steps,fov_violation_steps,total_speed_violation_steps,closing_speed_violation_steps,phase2_stage
-26.177066,559,491.017781,False,False,True,False,False,164,260,491,80,warmup
-18.803746,562,503.63994,False,False,True,False,False,3,166,455,0,warmup
-29.696894,730,520.226857,False,False,True,False,False,544,373,432,52,warmup
-29.746283,649,534.794059,False,False,True,False,False,342,158,396,30,warmup
-967.603145,705,550.538625,False,False,True,False,False,553,405,608,431,warmup
-26.011928,538,562.397449,False,False,True,False,False,128,59,348,92,warmup
-1093.894839,693,577.944696,False,False,True,False,False,572,580,585,319,warmup
-26.369585,505,589.348182,False,False,True,False,False,368,356,479,0,warmup
-24.261767,451,599.675339,False,False,True,False,False,156,128,424,92,warmup
-44.387632,514,611.184074,False,False,True,False,False,427,342,455,97,warmup
-20.42894,452,621.483342,False,False,True,False,False,0,0,382,0,warmup
-20.747463,728,637.870907,False,False,True,False,False,0,393,250,0,warmup
-28.808065,876,657.454245,False,False,True,False,False,307,526,592,84,warmup
-28.534323,392,666.23888,False,False,True,False,False,166,0,372,75,warmup
-28.508139,698,682.08791,False,False,True,False,False,447,384,363,94,warmup
-1186.634634,1230,709.981249,False,False,True,False,False,1147,869,864,521,warmup
-70.299554,562,722.829365,False,False,True,False,False,279,270,521,162,warmup
-745.358449,1024,745.979785,False,False,True,False,False,392,778,788,401,warmup
-2894.730519,853,765.591035,False,False,True,False,False,739,550,650,540,warmup
-2014.324827,657,780.459301,False,False,True,False,False,553,157,515,513,warmup
-24.475344,880,800.415123,False,False,True,False,False,531,480,666,0,warmup
-22.42232,461,811.039722,False,False,True,False,False,261,386,285,0,warmup
-362.851847,1077,835.225244,False,False,True,False,False,830,655,903,209,warmup
-2540.39013,1293,865.050766,False,False,True,False,False,1240,538,1051,711,warmup
-1570.880691,622,879.109341,False,False,True,False,False,504,384,435,450,warmup
-40.775207,446,889.291247,False,False,True,False,False,343,275,364,38,warmup
-145.410981,877,909.896353,False,False,True,False,False,813,555,429,108,warmup
-24.253775,825,928.602666,False,False,True,False,False,350,373,501,0,warmup
-23.200199,485,939.844208,False,False,True,False,False,238,371,399,0,warmup
-23.20609,606,953.621561,False,False,True,False,False,38,498,556,0,warmup
-21.271725,559,966.388394,False,False,True,False,False,0,71,423,0,warmup
-21.694341,597,980.041558,False,False,True,False,False,145,189,396,0,warmup
-24.983333,783,998.259784,False,False,True,False,False,262,275,581,0,warmup
-52.625337,801,1016.383307,False,False,True,False,False,423,345,375,82,warmup
-24.973628,664,1031.559515,False,False,True,False,False,177,369,430,0,warmup
-26.636957,734,1048.184,False,False,True,False,False,534,310,646,25,warmup
-37.256165,781,1066.169421,False,False,True,False,False,306,290,637,94,warmup
-1554.402918,598,1079.596296,False,False,True,False,False,385,142,467,405,warmup
-1058.354342,972,1101.317261,False,False,True,False,False,567,645,672,384,warmup
-23.034436,541,1113.581344,False,False,True,False,False,0,220,340,0,warmup
-4054.131492,1584,1148.985733,False,False,True,False,False,1291,1012,1418,595,warmup
-31.854445,923,1169.836309,False,False,True,False,False,802,211,639,0,warmup
-226.253425,811,1188.306258,False,False,True,False,False,696,120,728,180,warmup
-24.524431,427,1197.924165,False,False,True,False,False,0,74,386,0,warmup
-35.579104,736,1214.62769,False,False,True,False,False,490,411,582,70,warmup
-44.033534,706,1235.178829,False,False,True,False,False,363,508,327,224,warmup
-33.608696,734,1256.249985,False,False,True,False,False,541,0,442,0,warmup
-23.786853,398,1265.731641,False,False,True,False,False,188,188,314,0,warmup
-71.508961,509,1277.908925,False,False,True,False,False,431,460,460,101,warmup
-25.92022,678,1293.737884,False,False,True,False,False,0,217,359,0,warmup
-5843.97396,1818,1336.345692,False,False,True,False,False,1473,1207,874,1004,warmup
-2008.722779,605,1350.059689,False,False,True,False,False,556,409,565,446,warmup
-29.489437,333,1357.788507,False,False,True,False,False,0,14,283,0,warmup
