#{"t_start": 1786621830.1048653, "env_id": "None"}
r,l,t,completed,gate_reached,constraint_success,distance_failure,time_failure,mission_phase
-71.57072,712,1303.045181,False,False,True,False,False,0
-98.545304,541,1308.597533,False,False,True,False,False,0
-73.464577,587,1314.626859,False,False,True,False,False,0
-101.942175,835,1323.855665,False,False,True,True,False,0
-94.460824,897,1333.260029,False,False,True,True,False,0
-26.876911,232,1335.70438,False,False,True,False,False,0
-59.039367,492,1340.815484,False,False,True,False,False,0
-59.416151,508,1346.146387,False,False,True,False,False,0
-76.927031,1006,1356.63546,False,False,True,False,False,0
-61.36755,695,1364.204128,False,False,True,False,False,0
-89.165896,572,1370.121149,False,False,True,True,False,0
-105.063018,718,1377.631428,False,False,True,True,False,0
-83.696368,814,1386.111545,False,False,True,False,False,0
-94.9488,788,1394.392736,False,False,True,True,False,0
-44.406832,426,1398.826779,False,False,True,False,False,0
-98.690624,753,1406.811435,False,False,True,True,False,0
-55.768015,707,1414.303242,False,False,True,False,False,0
-42.745518,403,1418.351928,False,False,True,False,False,0
-21.158385,540,1424.121665,False,False,True,False,False,0
-37.183767,529,1429.814604,False,False,True,False,False,0
-146.764246,1190,1442.232499,False,False,True,True,False,0
-108.823068,791,1450.387383,False,False,True,False,False,0
-59.348458,372,1454.315104,False,False,True,False,False,0
-134.154891,1045,1465.225966,False,False,True,False,False,0
-74.252451,499,1470.32951,False,False,True,False,False,0
-59.907961,526,1476.094818,False,False,True,False,False,0
-88.757725,431,1480.584035,False,False,True,True,False,0
-150.225061,1611,1497.339152,False,False,True,True,False,0
-99.618664,1061,1508.538586,False,False,True,False,False,0
-58.530294,463,1513.58318,False,False,True,False,False,0
-77.59326,494,1518.687394,False,False,True,False,False,0
-78.437874,479,1523.670958,False,False,True,True,False,0
-67.151562,1776,1542.277127,False,False,True,False,False,0
-100.191873,1204,1555.328324,False,False,True,True,False,0
-63.983967,890,1564.892501,False,False,True,False,False,0
-45.974723,277,1568.715112,False,False,True,False,False,0
-37.081158,204,1570.961275,False,False,True,False,False,0
-41.884834,518,1576.421356,False,False,True,False,False,0
-21.75674,445,1581.099388,False,False,True,False,False,0
-41.170571,241,1583.504183,False,False,True,False,False,0
-55.485655,436,1588.546021,False,False,True,False,False,0
-37.123275,699,1595.797848,False,False,True,False,False,0
-71.257144,1408,1610.553457,False,False,True,False,False,0
-82.223129,842,1619.771635,False,False,True,False,False,0
-31.653272,157,1621.454846,False,False,True,False,False,0
-93.298464,437,1625.972245,False,False,True,True,False,0
-99.608544,1014,1636.67898,False,False,True,False,False,0
-55.96207,497,1682.638428,False,False,True,False,False,0
-155.163212,611,1689.194182,False,False,True,False,False,0
-131.815965,681,1696.758129,False,False,True,False,False,0
-73.182815,856,1705.685441,False,False,True,False,False,0
-78.334535,474,1710.70593,False,False,True,False,False,0
-103.362658,695,1717.90419,False,False,True,False,False,0
-25.368179,232,1720.430929,False,False,True,False,False,0
-73.924994,440,1725.098411,False,False,True,False,False,0
-72.874758,774,1733.036638,False,False,True,False,False,0
-107.469822,519,1738.423331,False,False,True,True,False,0
-81.059345,684,1745.833515,False,False,True,False,False,0
-22.410733,105,1746.958519,False,False,True,False,False,0
-18.762889,440,1751.706337,False,False,True,False,False,0
-17.748566,357,1755.410552,False,False,True,False,False,0
-75.305431,479,1760.39086,False,False,True,False,False,0
-17.912961,142,1761.849427,False,False,True,False,False,0
-27.380579,387,1765.955624,False,False,True,False,False,0
-69.51971,783,1774.292528,False,False,True,False,False,0
-24.390831,297,1777.304842,False,False,True,False,False,0
-84.981454,722,1784.954922,False,False,True,False,False,0
-54.46772,277,1788.021839,False,False,True,False,False,0
-29.593473,268,1790.771235,False,False,True,False,False,0
-24.577779,208,1792.864543,False,False,True,False,False,0
-139.625046,692,1800.168832,False,False,True,False,False,0
-28.400079,154,1801.853294,False,False,True,False,False,0
-26.469012,279,1804.699297,False,False,True,False,False,0
-21.557374,115,1805.830143,False,False,True,False,False,0
-21.210508,205,1807.988558,False,False,True,False,False,0
-132.08845,724,1815.639358,False,False,True,True,False,0
-53.642945,313,1818.9065,False,False,True,False,False,0
-50.18438,759,1826.843633,False,False,True,False,False,0
-27.892954,126,1828.242876,False,False,True,False,False,0
-62.032771,470,1832.988484,False,False,True,False,False,0
-30.926933,118,1834.299961,False,False,True,False,False,0
-28.504793,274,1837.180183,False,False,True,False,False,0
-27.257605,319,1840.437556,False,False,True,False,False,0
-24.411377,133,1841.807013,False,False,True,False,False,0
-37.438886,238,1844.218819,False,False,True,False,False,0
-71.661508,447,1848.898381,False,False,True,False,False,0
-25.074683,264,1851.638599,False,False,True,False,False,0
-81.888184,494,1856.822609,False,False,True,True,False,0
-21.907167,230,1859.210447,False,False,True,False,False,0
-20.316761,148,1860.76078,False,False,True,False,False,0
-43.540599,329,1864.161356,False,False,True,False,False,0
-75.070447,424,1868.731421,False,False,True,False,False,0
-40.357213,353,1872.419794,False,False,True,False,False,0
-97.902307,655,1879.223627,False,False,True,False,False,0
-37.33108,273,1882.087622,False,False,True,False,False,0
-61.108068,435,1886.748736,False,False,True,False,False,0
-87.636177,1200,1899.380477,False,False,True,False,False,0
-33.664425,222,1901.771553,False,False,True,False,False,0
-105.015639,468,1906.510617,False,False,True,False,False,0
-23.133625,162,1908.269314,False,False,True,False,False,0
-60.621789,569,1914.14101,False,False,True,False,False,0
-111.383856,567,1920.364882,False,False,True,False,False,0
-92.238627,887,1929.806151,False,False,True,True,False,0
-89.099623,600,1936.108084,False,False,True,True,False,0
-72.035309,456,1940.783369,False,False,True,False,False,0
-23.288177,85,1941.728216,False,False,True,False,False,0
-30.689444,369,1945.549699,False,False,True,False,False,0
-26.875407,144,1947.061884,False,False,True,False,False,0
-81.777629,493,1952.585841,False,False,True,True,False,0
-52.038166,339,1956.1079,False,False,True,False,False,0
-24.533442,70,1956.836363,False,False,True,False,False,0
-20.643234,129,1958.216036,False,False,True,False,False,0
-90.023082,1078,1969.652673,False,False,True,False,False,0
-26.022842,71,1970.482616,False,False,True,False,False,0
-45.132819,265,1973.175694,False,False,True,False,False,0
-24.424031,94,1974.278428,False,False,True,False,False,0
-68.339452,548,1980.043906,False,False,True,False,False,0
-46.223873,399,1984.319614,False,False,True,False,False,0
-57.892472,427,1988.70083,False,False,True,False,False,0
