#{"t_start": 1786602476.118577, "env_id": "None"}
r,l,t,completed,gate_reached,constraint_success,distance_failure,time_failure,mission_phase
-181.898323,116,1807.50938,False,False,True,False,False,0
-36.891792,112,1811.233573,False,False,True,False,False,0
-238.926619,256,1819.496511,False,False,True,False,False,0
-19.759746,105,1823.07757,False,False,True,False,False,0
-65.033118,123,1826.986085,False,False,True,False,False,0
-23.283516,63,1829.101037,False,False,True,False,False,0
-50.303133,147,1833.633396,False,False,True,False,False,0
-19.703086,63,1835.748134,False,False,True,False,False,0
-28.85521,78,1838.394231,False,False,True,False,False,0
-17.892194,81,1841.110064,False,False,True,False,False,0
-17.314886,87,1844.141188,False,False,True,False,False,0
-61.012161,143,1849.155084,False,False,True,False,False,0
-217.165727,130,1853.398715,False,False,True,False,False,0
-24.713072,48,1854.8665,False,False,True,False,False,0
-75.740668,160,1860.348783,False,False,True,False,False,0
-23.596319,60,1862.404928,False,False,True,False,False,0
-18.156727,51,1864.229821,False,False,True,False,False,0
-30.458459,115,1868.014442,False,False,True,False,False,0
-21.876024,55,1869.991872,False,False,True,False,False,0
-31.62617,52,1871.787042,False,False,True,False,False,0
-39.870736,67,1874.038187,False,False,True,False,False,0
-63.748153,130,1878.136454,False,False,True,False,False,0
-30.563433,55,1879.937878,False,False,True,False,False,0
-19.378681,63,1882.061628,False,False,True,False,False,0
-72.243781,105,1885.229162,False,False,True,False,False,0
-158.416446,222,1892.778933,False,False,True,False,False,0
-27.982918,54,1894.614995,False,False,True,False,False,0
-25.938713,63,1896.877631,False,False,True,False,False,0
-125.623781,208,1903.367897,False,False,True,False,False,0
-22.270291,60,1905.595302,False,False,True,False,False,0
-95.117261,216,1912.659252,False,False,True,False,False,0
-45.125888,100,1915.912336,False,False,True,False,False,0
-43.986596,66,1917.863764,False,False,True,False,False,0
-21.422649,55,1919.749789,False,False,True,False,False,0
-20.178227,59,1921.784535,False,False,True,False,False,0
-58.602083,132,1926.278539,False,False,True,False,False,0
-66.707279,87,1929.082504,False,False,True,False,False,0
-33.923507,95,1932.026799,False,False,True,False,False,0
-36.88923,64,1934.052833,False,False,True,False,False,0
-27.178632,93,1937.295231,False,False,True,False,False,0
-111.352628,110,1940.779818,False,False,True,False,False,0
-156.390168,203,1947.452349,False,False,True,False,False,0
-48.886818,300,1957.372097,False,False,True,False,False,0
-33.590062,139,1962.061384,False,False,True,False,False,0
-21.930999,64,1964.374838,False,False,True,False,False,0
-210.847957,300,1973.929594,False,False,True,False,False,0
-31.478382,109,1977.751859,False,False,True,False,False,0
-83.422071,151,1982.582487,False,False,True,False,False,0
-21.497398,104,1986.278698,False,False,True,False,False,0
-35.265077,159,1991.797373,False,False,True,False,False,0
-66.612665,77,1994.386807,False,False,True,False,False,0
-33.477834,75,1996.788575,False,False,True,False,False,0
-29.762973,70,1999.022103,False,False,True,False,False,0
-30.32764,97,2002.361604,False,False,True,False,False,0
-20.94912,96,2006.558662,False,False,True,False,False,0
-65.875291,101,2010.116733,False,False,True,False,False,0
-26.334085,101,2013.494374,False,False,True,False,False,0
-35.683662,88,2016.214426,False,False,True,False,False,0
-179.031741,130,2020.749632,False,False,True,False,False,0
-51.255975,236,2028.734936,False,False,True,False,False,0
-27.687309,49,2030.399282,False,False,True,False,False,0
-73.96164,97,2033.611008,False,False,True,False,False,0
-35.921833,68,2035.80298,False,False,True,False,False,0
-194.158303,176,2041.631664,False,False,True,False,False,0
-32.747655,47,2043.107085,False,False,True,False,False,0
-19.694082,71,2045.460946,False,False,True,False,False,0
-68.621424,113,2049.396713,False,False,True,False,False,0
-56.96185,150,2054.144722,False,False,True,False,False,0
-48.192891,100,2057.703012,False,False,True,False,False,0
-27.012981,65,2059.824532,False,False,True,False,False,0
-30.881404,82,2062.672569,False,False,True,False,False,0
-30.335905,54,2064.418057,False,False,True,False,False,0
-111.396322,278,2073.552171,False,False,True,False,False,0
-24.907972,90,2076.908882,False,False,True,False,False,0
-35.570516,58,2078.924216,False,False,True,False,False,0
-32.542463,88,2081.728309,False,False,True,False,False,0
-94.037726,136,2086.592628,False,False,True,False,False,0
-30.252674,125,2090.440324,False,False,True,False,False,0
-79.457467,112,2094.457564,False,False,True,False,False,0
-18.366959,68,2096.48413,False,False,True,False,False,0
-25.158093,72,2099.037178,False,False,True,False,False,0
-35.049945,128,2103.293737,False,False,True,False,False,0
-50.448988,88,2106.290867,False,False,True,False,False,0
-35.037826,52,2108.005883,False,False,True,False,False,0
-33.855227,105,2111.218815,False,False,True,False,False,0
-32.467749,109,2114.97594,False,False,True,False,False,0
-29.661062,66,2117.317694,False,False,True,False,False,0
-34.183123,91,2120.348616,False,False,True,False,False,0
-37.764682,113,2124.16337,False,False,True,False,False,0
-124.736392,142,2128.811677,False,False,True,False,False,0
