#{"t_start": 1787450733.090369, "env_id": "None"}
r,l,t,completed,gate_reached,constraint_success,phase1_speed_failure,premature_entry_failure,terminal_constraint_failure,distance_failure,time_failure,mission_phase,phase1_curriculum_difficulty,phase1_curriculum_full_sample
-14.552075,193,4.702636,False,False,False,False,False,True,False,False,1,1.0,True
-17.21233,166,5.822747,False,False,False,False,False,True,False,False,1,1.0,True
-18.128353,207,7.025086,False,False,False,False,False,True,False,False,1,1.0,True
-14.582635,146,7.841753,False,False,False,False,False,True,False,False,1,1.0,True
-15.935014,174,8.842299,False,False,False,False,False,True,False,False,1,1.0,True
-13.414675,171,10.190017,False,False,False,False,False,True,False,False,1,1.0,True
-13.922837,152,11.48398,False,False,False,False,False,True,False,False,1,1.0,True
-16.690736,204,13.304409,False,False,False,False,False,True,False,False,1,1.0,True
-16.50668,115,14.244454,False,False,False,False,False,True,False,False,1,1.0,True
-16.614615,150,15.37393,False,False,False,False,False,True,False,False,1,1.0,True
-14.612046,169,16.693863,False,False,False,False,False,True,False,False,1,1.0,True
-21.280465,226,18.363426,False,False,False,False,False,True,False,False,1,1.0,True
-13.792792,187,19.830667,False,False,False,False,False,True,False,False,1,1.0,True
-19.000228,172,21.116276,False,False,False,False,False,True,False,False,1,1.0,True
-17.086913,188,22.775683,False,False,False,False,False,True,False,False,1,1.0,True
-13.893598,218,24.67151,False,False,False,False,False,True,False,False,1,1.0,True
-15.045432,191,26.109298,False,False,False,False,False,True,False,False,1,1.0,True
-16.609059,148,27.1112,False,False,False,False,False,True,False,False,1,1.0,True
-13.667597,137,28.05879,False,False,False,False,False,True,False,False,1,1.0,True
-19.653733,196,29.370131,False,False,False,False,False,True,False,False,1,1.0,True
-13.975439,156,30.476428,False,False,False,False,False,True,False,False,1,1.0,True
-14.460414,135,31.415483,False,False,False,False,False,True,False,False,1,1.0,True
-18.26044,157,32.269693,False,False,False,False,False,True,False,False,1,1.0,True
-14.470982,138,33.063165,False,False,False,False,False,True,False,False,1,1.0,True
-18.953345,157,34.062163,False,False,False,False,False,True,False,False,1,1.0,True
-14.422751,174,35.352011,False,False,False,False,False,True,False,False,1,1.0,True
-12.543074,186,36.9408,False,False,False,False,False,True,False,False,1,1.0,True
-13.421396,165,37.87538,False,False,False,False,False,True,False,False,1,1.0,True
-14.541206,201,39.188132,False,False,False,False,False,True,False,False,1,1.0,True
-12.846225,305,44.740215,False,False,False,False,False,True,False,False,1,1.0,True
-14.45291,80,46.068614,False,False,False,False,False,True,False,False,1,1.0,True
-14.713934,75,46.943493,False,False,False,False,False,True,False,False,1,1.0,True
-14.741167,71,48.00416,False,False,False,False,False,True,False,False,1,1.0,True
-13.91017,71,49.284052,False,False,False,False,False,True,False,False,1,1.0,True
-14.310274,67,50.457207,False,False,False,False,False,True,False,False,1,1.0,True
-12.765108,98,52.018981,False,False,False,False,False,True,False,False,1,1.0,True
-14.324354,82,53.463571,False,False,False,False,False,True,False,False,1,1.0,True
-14.264097,117,55.295957,False,False,False,False,False,True,False,False,1,1.0,True
-13.54429,147,57.64757,False,False,False,False,False,True,False,False,1,1.0,True
-13.174276,314,62.589753,False,False,False,False,False,True,False,False,1,1.0,True
-14.946704,145,65.036687,False,False,False,False,False,True,False,False,1,1.0,True
-14.414032,159,67.595439,False,False,False,False,False,True,False,False,1,1.0,True
-14.13514,142,69.822961,False,False,False,False,False,True,False,False,1,1.0,True
-12.877082,104,71.58019,False,False,False,False,False,True,False,False,1,1.0,True
-16.13544,160,74.138211,False,False,False,False,False,True,False,False,1,1.0,True
-15.032084,139,76.480159,False,False,False,False,False,True,False,False,1,1.0,True
-15.568849,199,79.739884,False,False,False,False,False,True,False,False,1,1.0,True
-13.465725,154,82.425852,False,False,False,False,False,True,False,False,1,1.0,True
-12.64301,173,85.457584,False,False,False,False,False,True,False,False,1,1.0,True
-13.771304,128,87.546251,False,False,False,False,False,True,False,False,1,1.0,True
-14.423316,144,89.877733,False,False,False,False,False,True,False,False,1,1.0,True
-15.555835,129,92.027351,False,False,False,False,False,True,False,False,1,1.0,True
-14.71507,106,93.620026,False,False,False,False,False,True,False,False,1,1.0,True
-14.56716,121,95.578319,False,False,False,False,False,True,False,False,1,1.0,True
-14.772319,100,97.25867,False,False,False,False,False,True,False,False,1,1.0,True
-13.893485,136,99.48104,False,False,False,False,False,True,False,False,1,1.0,True
-13.393249,119,101.420639,False,False,False,False,False,True,False,False,1,1.0,True
-13.559779,132,103.549358,False,False,False,False,False,True,False,False,1,1.0,True
-13.5603,150,106.182612,False,False,False,False,False,True,False,False,1,1.0,True
-14.210347,186,109.36267,False,False,False,False,False,True,False,False,1,1.0,True
-15.345278,208,112.806728,False,False,False,False,False,True,False,False,1,1.0,True
-16.841592,168,115.58674,False,False,False,False,False,True,False,False,1,1.0,True
-13.880268,145,118.099546,False,False,False,False,False,True,False,False,1,1.0,True
-15.634386,123,120.211431,False,False,False,False,False,True,False,False,1,1.0,True
-15.190885,83,121.531722,False,False,False,False,False,True,False,False,1,1.0,True
-14.885796,143,123.783014,False,False,False,False,False,True,False,False,1,1.0,True
-12.623441,179,126.67213,False,False,False,False,False,True,False,False,1,1.0,True
-13.109258,325,132.113019,False,False,False,False,False,True,False,False,1,1.0,True
-15.660296,296,136.820759,False,False,False,False,False,True,False,False,1,1.0,True
-13.546581,84,138.091764,False,False,False,False,False,True,False,False,1,1.0,True
-14.529664,89,139.585772,False,False,False,False,False,True,False,False,1,1.0,True
-13.887312,131,141.834692,False,False,False,False,False,True,False,False,1,1.0,True
-13.417503,83,143.156029,False,False,False,False,False,True,False,False,1,1.0,True
-13.789976,101,144.82694,False,False,False,False,False,True,False,False,1,1.0,True
-14.83244,120,146.768469,False,False,False,False,False,True,False,False,1,1.0,True
-14.520131,82,147.995236,False,False,False,False,False,True,False,False,1,1.0,True
-12.910638,115,149.787316,False,False,False,False,False,True,False,False,1,1.0,True
-13.476998,95,151.352759,False,False,False,False,False,True,False,False,1,1.0,True
-13.31914,174,154.129809,False,False,False,False,False,True,False,False,1,1.0,True
-13.329266,160,156.646624,False,False,False,False,False,True,False,False,1,1.0,True
-13.528986,80,158.031399,False,False,False,False,False,True,False,False,1,1.0,True
-18.108479,229,162.017913,False,False,False,False,False,True,False,False,1,1.0,True
-15.335465,131,164.164279,False,False,False,False,False,True,False,False,1,1.0,True
-11.717539,234,167.987866,False,False,False,False,False,True,False,False,1,1.0,True
-14.703881,124,170.051187,False,False,False,False,False,True,False,False,1,1.0,True
-13.865606,117,172.005975,False,False,False,False,False,True,False,False,1,1.0,True
-14.048421,70,173.122607,False,False,False,False,False,True,False,False,1,1.0,True
-14.617192,85,174.478069,False,False,False,False,False,True,False,False,1,1.0,True
-14.056111,78,175.840273,False,False,False,False,False,True,False,False,1,1.0,True
