#{"t_start": 1786364711.465195, "env_id": "None"}
r,l,t,completed,distance_failure,time_failure,joint_success,position_success,attitude_success,curriculum_progress,episode_shell_outer_m,episode_target_tumble_scale
-28.188969,2000,6998.07451,False,False,True,False,False,False,0.5350057142857143,6.7450399999999995,0.375
-30.152126,2000,7028.611775,False,False,True,False,False,False,0.5378628571428572,6.765040000000001,0.375
-22.776526,2000,7061.750928,False,False,True,False,True,False,0.54072,6.7850399999999995,0.375
-29.630707,2000,7092.652176,False,False,True,False,False,False,0.5435771428571429,6.80504,0.375
-28.400551,2000,7122.357656,False,False,True,False,False,False,0.5464342857142858,6.8250399999999996,0.375
-35.525908,2000,7150.141278,False,False,True,False,False,False,0.5492914285714285,6.845039999999999,0.375
-33.141742,2000,7177.71948,False,False,True,False,False,False,0.5521485714285714,6.8650400000000005,0.375
-28.406954,2000,7205.251573,False,False,True,False,False,False,0.5550057142857143,6.885040000000001,0.375
-23.679214,2000,7232.27015,False,False,True,False,False,True,0.5578628571428571,6.90504,0.375
-31.244609,2000,7259.285304,False,False,True,False,True,False,0.56072,6.925039999999999,0.375
-28.449465,2000,7286.582852,False,False,True,False,False,True,0.5635771428571429,6.9450400000000005,0.375
-26.564443,2000,7314.514716,False,False,True,False,False,False,0.5664342857142857,6.96504,0.375
-24.045455,2000,7343.153127,False,False,True,False,False,True,0.5692914285714286,6.985040000000001,0.375
-32.843114,548,7351.170183,False,True,False,False,False,False,0.5721485714285715,7.00504,0.375
-26.428547,2000,7379.938215,False,False,True,False,False,False,0.5729314285714285,7.01052,0.375
-25.522526,2000,7408.035557,False,False,True,False,False,False,0.5757885714285714,7.030519999999999,0.375
-25.533509,2000,7435.851754,False,False,True,False,False,False,0.5786457142857143,7.050520000000001,0.375
-22.317598,2000,7464.240638,False,False,True,False,False,False,0.5815028571428571,7.07052,0.375
-25.979418,2000,7505.174361,False,False,True,False,False,False,0.58436,7.090520000000001,0.375
-23.742801,2000,7533.273199,False,False,True,False,False,False,0.5872171428571429,7.11052,0.375
-25.361921,2000,7560.039958,False,False,True,False,False,False,0.5900742857142857,7.130519999999999,0.375
-28.39182,2000,7588.333898,False,False,True,False,False,False,0.5929314285714286,7.15052,0.375
-28.031842,2000,7618.993868,False,False,True,False,False,False,0.5957885714285714,7.17052,0.375
-28.845551,2000,7648.975919,False,False,True,False,False,False,0.5986457142857143,7.190520000000001,0.375
-26.876137,2000,7679.32025,False,False,True,False,False,False,0.6015028571428571,7.21052,0.375
-29.766999,2000,7709.512395,False,False,True,False,False,False,0.60436,7.230519999999999,0.375
-47.886385,2000,7740.084298,False,False,True,False,False,False,0.6072171428571429,7.25052,0.375
-22.176667,2000,7772.078284,False,False,True,False,False,False,0.6100742857142857,7.270519999999999,0.375
-21.352236,2000,7803.701341,False,False,True,False,False,False,0.6129314285714286,7.290520000000001,0.375
-20.129682,2000,7832.870155,False,False,True,False,False,False,0.6157885714285715,7.31052,0.375
-26.398385,1962,7861.40533,True,False,False,True,True,True,0.6186457142857142,7.330519999999999,0.375
-55.435731,1411,7882.422839,False,True,False,False,False,False,0.6214485714285715,7.350140000000001,0.375
-24.989181,2000,7914.540963,False,False,True,False,False,False,0.6234642857142857,7.36425,0.375
-25.126845,2000,7946.687948,False,False,True,False,False,True,0.6263214285714286,7.38425,0.375
