#{"t_start": 1786375012.1393752, "env_id": "None"}
r,l,t,completed,distance_failure,time_failure,joint_success,position_success,attitude_success,curriculum_progress,curriculum_ceiling,curriculum_rehearsal,episode_shell_outer_m,episode_target_tumble_scale
-8.474494,2000,7433.522694,False,False,True,False,True,False,0.4262198766319101,0.488116,False,5.98353913642337,0.35000000000000003
-6.760595,2000,7477.6016,False,False,True,False,True,False,0.42793741535094687,0.492116,False,5.995561907456628,0.35000000000000003
-16.76063,1589,7511.600706,True,False,False,True,True,True,0.40680309354856026,0.496116,False,5.847621654839921,0.35000000000000003
-4.805486,2000,7556.684151,False,False,True,False,True,False,0.3770100182754686,0.499294,False,5.63907012792828,0.35000000000000003
-49.607527,1075,7580.014566,False,True,False,False,False,False,0.4209763534441134,0.503294,False,5.946834474108794,0.35000000000000003
-78.291408,1998,7623.897794,False,True,False,False,False,False,0.4812253243317959,0.505444,False,6.368577270322572,0.35000000000000003
-16.767827,2000,7667.437381,False,False,True,False,True,False,0.38715398404316836,0.50944,False,5.7100778883021786,0.35000000000000003
-54.382436,1367,7697.148032,False,True,False,False,False,False,0.4505876090759588,0.51344,False,6.154113263531712,0.35000000000000003
-11.877037,2000,7741.15693,False,False,True,False,True,False,0.3647881968845769,0.516174,False,5.553517378192039,0.35000000000000003
-4.869816,1608,7775.781251,True,False,False,True,True,True,0.47359359173171395,0.520174,False,6.315155142121997,0.35000000000000003
-10.935143,1291,7803.816635,True,False,False,True,True,True,0.3618284349291321,0.52339,True,5.532799044503925,0.35000000000000003
-9.858264,1579,7844.784003,True,False,False,True,True,True,0.5115796917069313,0.525972,False,6.581057841948518,0.4
-5.388853,2000,7888.254571,False,False,True,False,True,False,0.41268088126611796,0.52913,False,5.8887661688628254,0.35000000000000003
-9.104356,2000,7931.953452,False,False,True,False,True,False,0.009382400562092733,0.53313,True,3.0656768039346494,0.25
-22.355536,1989,7975.741887,True,False,False,True,True,True,0.4415650596849804,0.53713,False,6.090955417794863,0.35000000000000003
-9.291927,1500,8009.413859,True,False,False,True,True,True,0.37035946203190395,0.541108,True,5.592516234223328,0.35000000000000003
-11.757662,1460,8041.677294,True,False,False,True,True,True,0.5143689138461325,0.544108,False,6.600582396922927,0.4
-5.147082,2000,8084.521158,False,False,True,False,True,False,0.4102741496959521,0.547028,False,5.871919047871664,0.35000000000000003
-22.246856,2000,8128.47226,False,False,True,False,True,False,0.5486802105357962,0.551028,False,6.840761473750573,0.4
-39.685706,2000,8173.634264,False,False,True,False,False,False,0.5370408507745115,0.555028,False,6.75928595542158,0.4
1.407599,290,8179.882122,True,False,False,True,True,True,0.44366352891348726,0.559028,False,6.105644702394411,0.35000000000000003
-65.029527,1453,8211.476614,False,True,False,False,False,False,0.5238201881528752,0.559608,False,6.666741317070127,0.4
-3.285833,2000,8255.250503,False,False,True,False,True,False,0.41915457638755166,0.562514,False,5.934082034712861,0.35000000000000003
-14.81888,1601,8290.271135,True,False,False,True,True,True,0.4806671553961877,0.566514,False,6.364670087773314,0.35000000000000003
-6.363815,2000,8334.002289,False,False,True,False,True,False,0.37563227608793937,0.569716,False,5.629425932615575,0.35000000000000003
-6.165903,1323,8362.541554,True,False,False,True,True,True,0.4958443102744361,0.573716,False,6.470910171921053,0.35000000000000003
-10.720607,2000,8406.14992,False,False,True,False,True,False,0.4521650595511197,0.576362,False,6.1651554168578375,0.35000000000000003
-48.482108,1088,8430.453322,False,True,False,False,False,False,0.4914392219445321,0.580362,False,6.4400745536117245,0.35000000000000003
-44.215855,936,8451.175392,False,True,False,False,False,False,0.4578734058371468,0.582538,False,6.205113840860028,0.35000000000000003
-3.595249,2000,8495.290543,False,False,True,False,True,False,0.4209531554180325,0.58441,True,5.946672087926228,0.35000000000000003
0.360098,473,8505.45295,True,False,False,True,True,True,0.04931804330919825,0.58841,True,3.345226303164388,0.25
-6.083178,2000,8548.678751,False,False,True,False,True,False,0.5347765550152256,0.589356,False,6.74343588510658,0.4
-12.946225,1957,8590.977193,True,False,False,True,True,True,0.4592877446682612,0.593356,False,6.215014212677828,0.35000000000000003
-3.599281,971,8612.149305,True,False,False,True,True,True,0.5354576939444706,0.59727,False,6.748203857611295,0.4
-3.221954,830,8630.334739,True,False,False,True,True,True,0.5754025249926706,0.599212,False,7.027817674948695,0.4
-57.292724,1383,8661.383456,False,True,False,False,False,False,0.4286989502475076,0.600872,False,6.000892651732553,0.35000000000000003
-5.010302,1178,8687.271964,True,False,False,True,True,True,0.4223036849892754,0.603638,False,5.956125794924928,0.35000000000000003
-19.333513,1400,8717.5235,True,False,False,True,True,True,0.5068018748929166,0.605994,False,6.547613124250416,0.4
-2.869451,646,8731.385558,True,False,False,True,True,True,0.5927592934243375,0.608794,False,7.149315053970362,0.4
-51.676076,1156,8756.203912,False,True,False,False,False,False,0.5105385461289924,0.610086,False,6.573769822902946,0.4
-53.880162,1200,8782.569106,False,True,False,False,False,False,0.5463035846933645,0.612398,False,6.824125092853551,0.4
-51.275884,1182,8808.196017,False,True,False,False,False,False,0.5469477725995315,0.614798,False,6.82863440819672,0.4
-19.841717,1553,8841.539636,True,False,False,True,True,True,0.5309481530507978,0.617162,False,6.716637071355585,0.4
-11.977567,1142,8865.950824,True,False,False,True,True,True,0.5347521811966994,0.620268,True,6.743265268376897,0.4
-19.927724,1917,8907.596642,True,False,False,True,True,True,0.4535811248913223,0.622552,False,6.175067874239256,0.35000000000000003
-12.408255,1736,8945.581735,True,False,False,True,True,True,0.5065690810020316,0.626386,False,6.545983567014221,0.4
-1.78605,981,8966.921047,True,False,False,True,True,True,0.031487594914970114,0.629858,True,3.220413164404791,0.25
-1.397078,817,8984.510947,True,False,False,True,True,True,0.5965213400078491,0.63182,False,7.175649380054944,0.4
-7.637197,1571,9018.515721,True,False,False,True,True,True,0.45863693190027854,0.633454,False,6.21045852330195,0.35000000000000003
-61.318546,2000,9062.881106,False,False,True,False,False,False,0.43864316534934367,0.636596,False,6.070502157445406,0.35000000000000003
-50.161491,1120,9087.391227,False,True,False,False,False,False,0.5542418915543438,0.640596,False,6.879693240880407,0.4
-29.177278,2000,9130.625592,False,False,True,False,True,False,0.33443579701042114,0.642836,True,5.341050579072949,0.35000000000000003
-60.334701,1587,9164.800801,False,True,False,False,False,False,0.5271468627999827,0.646836,False,6.690028039599879,0.4
-49.993254,1180,9190.581857,False,True,False,False,False,False,0.5541301838761971,0.65001,False,6.87891128713338,0.4
-34.44591,2000,9234.552895,False,False,True,False,False,False,0.5158175113834859,0.65237,False,6.610722579684401,0.4
-21.380808,2000,9277.88473,False,False,True,False,False,False,0.5208782492874167,0.65637,False,6.646147745011916,0.4
-19.157783,2000,9321.778478,False,False,True,False,False,False,0.5497861353759256,0.66037,False,6.848502947631479,0.4
-54.746696,1461,9355.144206,False,True,False,False,False,False,0.5347317313482257,0.66437,False,6.74312211943758,0.4
-9.408583,2000,9399.421435,False,False,True,False,True,False,0.54023864170533,0.667292,False,6.7816704919373105,0.4
-14.496233,2000,9442.652292,False,False,True,False,True,False,0.0004879083971041245,0.671292,True,3.0034153587797285,0.25
-12.649778,2000,9486.551391,False,False,True,False,True,False,0.5857328624955569,0.675292,False,7.100130037468898,0.4
-43.518428,831,9504.624879,False,True,False,False,False,False,0.5683340962396327,0.679292,False,6.978338673677429,0.4
-61.805391,1472,9537.022716,False,True,False,False,False,False,0.6633929008613734,0.680954,False,7.643750306029614,0.4
-66.579385,1954,9579.654683,False,True,False,False,False,False,0.5783994739337219,0.683898,False,7.048796317536053,0.4
-50.17734,1199,9606.198828,False,True,False,False,False,False,0.6044877763553013,0.687806,True,7.2314144344871085,0.4
-31.806953,453,9615.983948,False,True,False,False,False,False,0.6074324463186276,0.690204,False,7.252027124230393,0.4
-46.430212,2000,9660.162232,False,False,True,False,False,False,0.5985682759884396,0.69111,False,7.189977931919077,0.4
-52.894497,1251,9687.464399,False,True,False,False,False,False,0.624032903471192,0.69511,False,7.368230324298343,0.4
-41.423148,842,9706.036158,False,True,False,False,False,False,0.6215808187212031,0.697612,False,7.351065731048422,0.4
-57.129546,1717,9743.616248,False,True,False,False,False,False,0.15944438852405216,0.699296,True,4.116110719668365,0.30000000000000004
-51.281711,964,9764.417684,False,True,False,False,False,False,0.6441971313008725,0.70273,False,7.509379919106108,0.4
-37.068016,2000,9808.121931,False,False,True,False,False,False,0.6288144355322351,0.704658,False,7.401701048725647,0.4
-56.516813,2000,9852.210499,False,False,True,False,False,False,0.6328594239482253,0.708658,False,7.430015967637576,0.4
-51.464151,2000,9896.030797,False,False,True,False,False,False,0.4249190425063404,0.712658,True,5.974433297544382,0.35000000000000003
-18.610043,2000,9940.778993,False,False,True,False,True,False,0.6488993506734424,0.716658,False,7.542295454714097,0.4
-51.296809,1146,9966.463977,False,True,False,False,False,False,0.5778838622782695,0.720658,False,7.045187035947887,0.4
-55.904638,1266,9994.208635,False,True,False,False,False,False,0.5618543518737165,0.72295,False,6.932980463116015,0.4
-54.779998,1431,10025.858828,False,True,False,False,False,False,0.08389896131182889,0.725482,True,3.5872927291828023,0.25
-66.924923,1590,10061.488292,False,True,False,False,False,False,0.5812747552477985,0.728344,True,7.06892328673459,0.4
-59.058155,1684,10098.391676,False,True,False,False,False,False,0.6591335917383467,0.731524,False,7.613935142168428,0.4
-54.131707,1377,10128.24377,False,True,False,False,False,False,0.6459861642460885,0.734892,False,7.521903149722619,0.4
-56.808386,1276,10156.050359,False,True,False,False,False,False,0.6675133443824905,0.737646,False,7.672593410677434,0.4
-51.596965,1670,10192.035192,False,True,False,False,False,False,0.5983587865952508,0.740198,False,7.188511506166756,0.4
-53.696088,1258,10220.231196,False,True,False,False,False,False,0.6307065241887468,0.743538,False,7.414945669321227,0.4
-63.96783,2000,10265.103117,False,False,True,False,False,False,0.14160079382871027,0.746054,True,3.991205556800972,0.30000000000000004
-40.791314,2000,10309.99132,False,False,True,False,False,False,0.04934185951227017,0.750054,True,3.3453930165858914,0.25
-37.358255,700,10331.658046,False,True,False,False,False,False,0.7526185147203814,0.754054,False,8.26832960304267,0.45
-40.189305,607,10345.223626,False,True,False,False,False,False,0.7337743852612897,0.755454,False,8.136420696829028,0.45
-63.426236,1606,10380.271426,False,True,False,False,False,False,0.6878619316649672,0.756668,False,7.815033521654771,0.4
-42.864969,895,10399.994088,False,True,False,False,False,False,0.6626266047921558,0.75988,True,7.638386233545091,0.4
-56.750453,1354,10429.897372,False,True,False,False,False,False,0.6221837547123552,0.76167,False,7.355286282986487,0.4
-50.018861,1054,10452.881975,False,True,False,False,False,False,0.6134766331544101,0.764378,False,7.294336432080871,0.4
-32.894051,475,10463.282598,False,True,False,False,False,False,0.6249825173714356,0.766486,False,7.374877621600049,0.4
-47.141949,1038,10486.628784,False,True,False,False,False,False,0.5831312019899145,0.767436,True,7.081918413929401,0.4
-36.052327,614,10499.990671,False,True,False,False,False,False,0.7274236646125897,0.769512,False,8.091965652288128,0.45
-36.778068,589,10512.546494,False,True,False,False,False,False,0.5931666943544339,0.77074,False,7.152166860481038,0.4
-30.243992,405,10521.182966,False,True,False,False,False,False,0.6694736735552562,0.771918,False,7.686315714886793,0.4
-37.47569,679,10535.81157,False,True,False,False,False,False,0.7614628763011859,0.772728,False,8.330240134108301,0.45
-37.982649,710,10551.601894,False,True,False,False,False,False,0.7206234478252679,0.774086,False,8.044364134776876,0.45
-49.324068,1027,10573.901401,False,True,False,False,False,False,0.7442112535030203,0.775506,True,8.209478774521141,0.45
-63.23786,2000,10617.470197,False,False,True,False,False,False,0.690461269299924,0.77756,False,7.8332288850994685,0.4
-48.60523,2000,10661.309198,False,False,True,False,False,False,0.63681888979726,0.78156,False,7.457732228580819,0.4
-46.340772,975,10682.532058,False,True,False,False,False,False,0.6741725168033857,0.78556,False,7.719207617623701,0.4
-71.513843,1726,10719.866408,False,True,False,False,False,False,0.7858827917869633,0.78751,False,8.501179542508742,0.45
-44.89967,896,10739.506648,False,True,False,False,False,False,0.5206130264913043,0.790962,True,6.64429118543913,0.4
-44.346539,881,10758.697387,False,True,False,False,False,False,0.6889741803952277,0.792754,False,7.822819262766594,0.4
-47.117014,923,10778.728169,False,True,False,False,False,False,0.5747291228687942,0.794516,True,7.02310386008156,0.4
-63.568518,1796,10817.995538,False,True,False,False,False,False,0.7585916647910342,0.796362,False,8.31014165353724,0.45
-53.178233,1174,10844.256633,False,True,False,False,False,False,0.68936202770614,0.799954,False,7.82553419394298,0.4
-45.687552,947,10865.071883,False,True,False,False,False,False,0.6770134510052214,0.802302,False,7.73909415703655,0.4
-43.43506,877,10884.015189,False,True,False,False,False,False,0.6912035928260926,0.804196,False,7.838425149782648,0.4
-43.937878,832,10902.427311,False,True,False,False,False,False,0.6530822777272713,0.80595,False,7.571575944090899,0.4
-51.783582,2000,10946.173995,False,False,True,False,False,False,0.7548151916574466,0.807614,False,8.283706341602127,0.45
-41.38511,871,10965.238238,False,True,False,False,False,False,0.8085001794646949,0.811614,False,8.659501256252865,0.45
-64.173363,1600,11000.35678,False,True,False,False,False,False,0.13633378709223934,0.813356,True,3.9543365096456755,0.30000000000000004
-68.060266,1407,11031.214706,False,True,False,False,False,False,0.6933967029402056,0.816556,False,7.853776920581439,0.4
-54.95785,1332,11060.349759,False,True,False,False,False,False,0.8178464741135598,0.81937,False,8.72492531879492,0.45
-39.838158,783,11076.899572,False,True,False,False,False,False,0.7898083126210956,0.822034,False,8.52865818834767,0.45
-56.58647,1167,11102.210637,False,True,False,False,False,False,0.7762299428994038,0.8236,False,8.433609600295826,0.45
-66.242932,1600,11138.386728,False,True,False,False,False,False,0.32535039005437427,0.825934,True,5.27745273038062,0.35000000000000003
-52.057627,1249,11166.165476,False,True,False,False,False,False,0.745234179434986,0.829134,False,8.216639256044902,0.45
-55.377695,1286,11194.243077,False,True,False,False,False,False,0.709905944350064,0.831632,False,7.969341610450448,0.45
-45.399812,987,11215.739176,False,True,False,False,False,False,0.7585543585659495,0.834204,False,8.309880509961648,0.45
-53.096263,1055,11238.176621,False,True,False,False,False,False,0.8134141034358101,0.836178,False,8.69389872405067,0.45
-62.105521,1719,11276.490606,False,True,False,False,False,False,0.4516461512799102,0.838288,True,6.1615230589593715,0.35000000000000003
-40.901635,702,11291.777813,False,True,False,False,False,False,0.7724784769618334,0.841726,False,8.407349338732834,0.45
-34.291622,556,11303.827125,False,True,False,False,False,False,0.645362543377962,0.84313,False,7.517537803645733,0.4
-51.66857,2000,11347.283856,False,False,True,False,False,False,0.34854206993179654,0.844242,True,5.439794489522576,0.35000000000000003
-54.824841,1251,11374.661452,False,True,False,False,False,False,0.6634496278359725,0.848242,False,7.6441473948518075,0.4
-69.532153,1620,11410.23954,False,True,False,False,False,False,0.681592457261636,0.850744,False,7.771147200831452,0.4
-41.38489,851,11428.769769,False,True,False,False,False,False,0.7741248626772104,0.853984,False,8.418874038740473,0.45
-40.795734,782,11445.848343,False,True,False,False,False,False,0.6788639715988404,0.855686,False,7.752047801191883,0.4
-39.497476,808,11463.335344,False,True,False,False,False,False,0.7101736740006104,0.85725,True,7.971215718004272,0.45
-37.196278,629,11477.030783,False,True,False,False,False,False,0.7188666723110744,0.858866,True,8.03206670617752,0.45
-52.996178,1254,11504.979149,False,True,False,False,False,False,0.7342328156791815,0.860124,False,8.13962970975427,0.45
-46.95944,945,11526.161947,False,True,False,False,False,False,0.7746827903823993,0.862632,False,8.422779532676795,0.45
-39.300335,715,11541.906467,False,True,False,False,False,False,0.8060216511837723,0.864522,False,8.642151558286406,0.45
-38.300852,644,11555.976054,False,True,False,False,False,False,0.8440704683674985,0.865952,False,8.90849327857249,0.45
-40.460106,828,11574.173506,False,True,False,False,False,False,0.6790586072428276,0.86724,False,7.753410250699793,0.4
-35.358406,593,11588.690271,False,True,False,False,False,False,0.7501998658333336,0.868896,True,8.251399060833336,0.45
-56.883285,1368,11618.655602,False,True,False,False,False,False,0.8466290326643763,0.870082,False,8.926403228650635,0.45
-53.584394,2000,11662.337064,False,False,True,False,False,False,0.48442324262400505,0.872818,True,6.390962698368035,0.35000000000000003
-68.265981,1760,11701.138802,False,True,False,False,False,False,0.7944924584108733,0.876818,False,8.561447208876114,0.45
-50.121116,1113,11725.526427,False,True,False,False,False,False,0.6846069355876951,0.880338,False,7.792248549113865,0.4
-43.285198,876,11745.62128,False,True,False,False,False,False,0.7266167298959674,0.882564,False,8.086317109271771,0.45
-50.611206,1277,11773.711203,False,True,False,False,False,False,0.7318957924236132,0.884316,False,8.123270546965292,0.45
-67.062389,1604,11809.263878,False,True,False,False,False,False,0.780195339129734,0.88687,False,8.46136737390814,0.45
-37.331971,587,11822.113726,False,True,False,False,False,False,0.7147595962726587,0.890078,False,8.003317173908611,0.45
-49.852856,1173,11847.484067,False,True,False,False,False,False,0.17115942603961035,0.891252,True,4.1981159822772725,0.30000000000000004
-40.237007,703,11863.312436,False,True,False,False,False,False,0.8735856220209677,0.893598,False,9.115099354146773,0.45
-44.703051,954,11884.064167,False,True,False,False,False,False,0.8185953511563894,0.895004,False,8.730167458094725,0.45
-59.026507,1465,11916.57255,False,True,False,False,False,False,0.8478847219911348,0.896912,False,8.935193053937944,0.45
-59.21478,1385,11946.935941,False,True,False,False,False,False,0.7406793874852159,0.899842,False,8.18475571239651,0.45
-58.602856,1367,11976.675898,False,True,False,False,False,False,0.7823427000609049,0.902612,False,8.476398900426334,0.45
-63.446629,1696,12013.5915,False,True,False,False,False,False,0.34668058881184044,0.905346,True,5.426764121682883,0.35000000000000003
-51.952469,1151,12039.736101,False,True,False,False,False,False,0.8287841183700405,0.908738,False,8.801488828590283,0.45
-35.111205,602,12052.898659,False,True,False,False,False,False,0.8507957694092061,0.91104,False,8.955570385864442,0.45
-59.966309,1546,12086.447506,False,True,False,False,False,False,0.2545399778251704,0.912244,True,4.781779844776192,0.30000000000000004
-67.213194,2000,12130.20478,False,False,True,False,False,False,0.7483502075059648,0.915336,False,8.238451452541753,0.45
-52.156765,2000,12173.819717,False,False,True,False,False,False,0.8784416082842723,0.919336,False,9.149091257989905,0.45
-45.433498,2000,12217.619883,False,False,True,False,False,False,0.23097314146041792,0.923336,True,4.616811990222926,0.30000000000000004
-40.322469,713,12239.413413,False,True,False,False,False,False,0.9265558103164602,0.927336,False,9.48589067221522,0.5
-64.807807,1634,12274.776911,False,True,False,False,False,False,0.817158085746327,0.928762,False,8.720106600224288,0.45
-60.842387,1674,12311.208278,False,True,False,False,False,False,0.781767691300949,0.93203,False,8.472373839106643,0.45
-58.299321,1214,12338.117405,False,True,False,False,False,False,0.8845772264340821,0.935378,False,9.192040585038574,0.45
-49.819971,904,12357.892589,False,True,False,False,False,False,0.8793033605978066,0.937806,False,9.155123524184646,0.45
-42.313938,761,12374.296858,False,True,False,False,False,False,0.7977393655598004,0.939614,False,8.584175558918602,0.45
-67.916423,1676,12410.825988,False,True,False,False,False,False,0.8497163965707203,0.941136,False,8.948014775995043,0.45
-36.216496,644,12424.562755,False,True,False,False,False,False,0.9103463264921473,0.944488,False,9.372424285445032,0.5
-58.184076,1353,12454.137279,False,True,False,False,False,False,0.9233451140070028,0.945776,False,9.463415798049018,0.5
-47.792206,1011,12476.492196,False,True,False,False,False,False,0.20145379978505684,0.948482,True,4.410176598495397,0.30000000000000004
-47.225883,967,12497.294099,False,True,False,False,False,False,0.7808699885505826,0.950504,False,8.46608991985408,0.45
-52.132157,1170,12523.091475,False,True,False,False,False,False,0.9515819624991178,0.952438,True,9.661073737493824,0.5
-55.227229,2000,12566.689075,False,False,True,False,False,False,0.7761896453547411,0.954778,False,8.433327517483187,0.45
-54.109157,1064,12589.873527,False,True,False,False,False,False,0.6859852557192986,0.958778,True,7.80189679003509,0.4
-31.596582,439,12599.423342,False,True,False,False,False,False,0.8311619456674064,0.960906,False,8.818133619671844,0.45
-59.259204,1369,12629.267409,False,True,False,False,False,False,0.9330255872955617,0.961784,False,9.531179111068933,0.5
-63.426144,2000,12674.115803,False,False,True,False,False,False,0.5005625311527279,0.964522,True,6.503937718069095,0.4
-48.268063,1052,12696.844525,False,True,False,False,False,False,0.7951001603191826,0.968522,False,8.565701122234278,0.45
-49.55302,956,12717.691739,False,True,False,False,False,False,0.9218242874054221,0.970626,False,9.452770011837956,0.5
-32.500933,488,12728.153914,False,True,False,False,False,False,0.8051856169016236,0.972538,False,8.636299318311366,0.45
-40.214772,785,12745.398017,False,True,False,False,False,False,0.7100663059307253,0.973514,True,7.970464141515078,0.45
-37.650594,648,12759.19787,False,True,False,False,False,False,0.7772634884609443,0.975084,False,8.44084441922661,0.45
-60.342068,1695,12796.757356,False,True,False,False,False,False,0.8821839150204775,0.97638,False,9.175287405143344,0.45
-43.126906,775,12813.293583,False,True,False,False,False,False,0.5886762418820214,0.97977,True,7.1207336931741505,0.4
-50.616616,1071,12836.510381,False,True,False,False,False,False,0.9639115158360765,0.98132,False,9.747380610852534,0.5
-60.945637,1398,12867.015206,False,True,False,False,False,False,0.9072421201133403,0.983462,False,9.35069484079338,0.5
-60.458227,1519,12899.799538,False,True,False,False,False,False,0.9179502430101998,0.986258,False,9.425651701071398,0.5
-59.613716,1550,12934.465277,False,True,False,False,False,False,0.9267925416294936,0.989296,False,9.487547791406456,0.5
-48.254667,947,12954.904311,False,True,False,False,False,False,0.9263659823762511,0.992396,False,9.484561876633759,0.5
-49.685516,1164,12980.143283,False,True,False,False,False,False,0.9521233194728347,0.99429,False,9.664863236309841,0.5
-40.372622,744,12997.686125,False,True,False,False,False,False,0.938194064903293,0.996618,False,9.56735845432305,0.5
-58.346884,1539,13031.271223,False,True,False,False,False,False,0.8250371096994568,0.998106,False,8.775259767896198,0.45
-49.061593,997,13053.378162,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-41.730421,734,13068.9273,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-59.420767,2000,13112.919639,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-49.134661,2000,13156.347657,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-47.617631,936,13176.942008,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-40.076187,795,13194.027828,False,True,False,False,False,False,0.8604113170083879,1.0,True,9.022879219058716,0.45
-49.872126,1055,13217.026784,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-34.67538,553,13228.779126,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-55.985479,1261,13255.977602,False,True,False,False,False,False,0.9997578137034343,1.0,True,9.998304695924041,0.5
-50.021059,1086,13279.601618,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-40.81682,762,13296.386571,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-34.819833,574,13309.362824,False,True,False,False,False,False,0.8673200488474717,1.0,True,9.0712403419323,0.45
-56.220534,1417,13340.501688,False,True,False,False,False,False,0.9583267989607437,1.0,True,9.708287592725206,0.5
-39.358553,751,13356.721199,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-37.651763,681,13371.669171,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-58.281947,1606,13407.096538,False,True,False,False,False,False,0.85403754695063,1.0,True,8.978262828654412,0.45
-44.899713,984,13428.509822,False,True,False,False,False,False,0.8765716185515631,1.0,True,9.136001329860942,0.45
-63.891817,1512,13461.268047,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-44.123912,2000,13504.852511,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-33.187586,489,13515.695898,False,True,False,False,False,False,0.9697982522915851,1.0,True,9.788587766041095,0.5
-43.100024,887,13535.471759,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-62.647954,1885,13577.36949,False,True,False,False,False,False,0.9167379776754271,1.0,True,9.41716584372799,0.5
-49.856641,1012,13599.421588,False,True,False,False,False,False,0.8691307313329226,1.0,True,9.083915119330458,0.45
-54.900642,1296,13627.67811,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-57.597687,2000,13671.238883,False,False,True,False,False,False,0.8282883200495654,1.0,True,8.798018240346957,0.45
-60.172369,1427,13703.163009,False,True,False,False,False,False,0.8135331065161266,1.0,True,8.694731745612888,0.45
-42.191456,843,13721.332211,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-60.06034,1583,13756.141517,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-41.148446,664,13770.392267,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-72.20219,1672,13807.408848,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-44.63549,906,13827.191675,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-40.086454,2000,13871.70809,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-50.60257,1048,13894.73134,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-35.50351,616,13908.28635,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-49.357642,2000,13951.22884,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-45.429017,961,13972.132549,False,True,False,False,False,False,0.910270236688124,1.0,True,9.371891656816869,0.5
-50.519852,1221,13999.249883,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-36.984551,694,14014.492998,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-47.086187,927,14034.515806,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-45.341226,942,14054.893777,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-48.907511,1214,14080.773406,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-32.689439,533,14092.286924,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-47.418876,1112,14116.393528,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-42.050843,921,14136.766549,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-43.67809,922,14157.092185,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-60.625355,2000,14201.700536,False,False,True,False,False,False,0.8290613674915648,1.0,True,8.803429572440953,0.45
-39.904366,715,14217.221726,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-52.029081,1157,14242.607182,False,True,False,False,False,False,0.9248459851212785,1.0,True,9.47392189584895,0.5
-43.612145,964,14263.706927,False,True,False,False,False,False,0.962635123989329,1.0,True,9.738445867925304,0.5
-43.002123,921,14284.70454,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-68.787265,1934,14342.932913,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-53.339327,1287,14371.101217,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-73.719553,1926,14413.329602,False,True,False,False,False,False,0.8579259580314061,1.0,True,9.005481706219843,0.45
-51.169055,1113,14437.894174,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-45.631957,944,14459.145613,False,True,False,False,False,False,0.8388979110192409,1.0,True,8.872285377134686,0.45
-45.222327,876,14478.264498,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-69.82405,1792,14518.179533,False,True,False,False,False,False,0.8868972957840083,1.0,True,9.20828107048806,0.45
-55.842183,1327,14546.976399,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-48.094363,2000,14590.568478,False,False,True,False,False,False,0.8736798139366548,1.0,True,9.115758697556585,0.45
-49.132827,1183,14616.759028,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-43.984473,849,14635.060592,False,True,False,False,False,False,0.9480956438571708,1.0,True,9.636669507000196,0.5
-45.055254,948,14655.67617,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-52.869789,1169,14681.09538,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-61.058829,1695,14718.148707,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-47.964974,1022,14741.111815,False,True,False,False,False,False,0.9873226506236248,1.0,True,9.911258554365373,0.5
