#{"t_start": 1786681442.674876, "env_id": "None"}
r,l,t,completed,gate_reached,constraint_success,distance_failure,time_failure,mission_phase,phase1_curriculum_difficulty,phase1_curriculum_full_sample
4.434492,29,697.473591,True,True,True,False,False,0,0.04,False
4.305519,37,697.919059,True,True,True,False,False,0,0.04,False
4.197064,46,698.389942,True,True,True,False,False,0,0.04,False
4.300226,37,698.769166,True,True,True,False,False,0,0.04,False
-20.480262,184,700.791391,False,False,True,False,False,0,0.04,False
4.358272,34,701.257882,True,True,True,False,False,0,0.045,False
-20.209926,171,703.140984,False,False,True,False,False,0,0.045,False
4.37033,37,703.58202,True,True,True,False,False,0,0.045,False
4.48121,52,704.187993,True,True,True,False,False,0,0.045,False
4.610018,31,704.530551,True,True,True,False,False,0,0.045,False
4.448968,42,704.999544,True,True,True,False,False,0,0.045,False
-20.657292,175,706.990933,False,False,True,False,False,0,0.045,False
4.30628,34,707.443296,True,True,True,False,False,0,0.045,False
4.209538,29,707.817171,True,True,True,False,False,0,0.045,False
4.369308,31,708.193381,True,True,True,False,False,0,0.045,False
4.320257,37,708.621794,True,True,True,False,False,0,0.045,False
-19.995627,147,710.407787,False,False,True,False,False,0,0.045,False
4.234818,35,710.836758,True,True,True,False,False,0,0.045,False
4.198118,38,711.298381,True,True,True,False,False,0,0.045,False
4.118508,54,712.031833,True,True,True,False,False,0,0.045,False
4.435102,33,712.407822,True,True,True,False,False,0,0.045,False
4.150009,39,712.8819,True,True,True,False,False,0,0.045,False
-20.18784,167,714.731467,False,False,True,False,False,0,0.045,False
-20.316506,159,716.455724,False,False,True,False,False,0,0.045,False
-25.426724,355,720.569108,False,False,True,False,False,0,0.045,False
4.170421,45,721.093056,True,True,True,False,False,0,0.045,False
-19.944983,162,722.94031,False,False,True,False,False,0,0.045,False
3.828556,47,723.497766,True,True,True,False,False,0,0.045,False
-27.494123,340,727.288318,False,False,True,False,False,0,0.045,False
-20.030047,167,729.12745,False,False,True,False,False,0,0.045,False
-20.202035,172,731.240115,False,False,True,False,False,0,0.045,False
-20.223085,160,733.064768,False,False,True,False,False,0,0.045,False
-20.276112,190,735.273283,False,False,True,False,False,0,0.045,False
-20.713976,215,737.662625,False,False,True,False,False,0,0.045,False
4.089838,39,738.122141,True,True,True,False,False,0,0.045,False
-20.670704,219,740.547211,False,False,True,False,False,0,0.045,False
-33.525756,621,747.597576,False,False,True,False,False,0,0.045,False
-28.764173,430,752.363485,False,False,True,False,False,0,0.045,False
-19.944249,191,754.460489,False,False,True,False,False,0,0.045,False
-25.986714,316,757.968313,False,False,True,False,False,0,0.045,False
3.71078,68,758.714091,True,True,True,False,False,0,0.045,False
-27.952555,339,762.468092,False,False,True,False,False,0,0.045,False
-27.767813,383,766.672641,False,False,True,False,False,0,0.045,False
-26.816302,382,770.905833,False,False,True,False,False,0,0.045,False
3.479722,148,772.539026,True,True,True,False,False,0,0.045,False
3.875424,120,773.876241,True,True,True,False,False,0,0.04,False
-24.637671,281,776.887527,False,False,True,False,False,0,0.04,False
4.315764,72,777.815808,True,True,True,False,False,0,0.04,False
3.80181,64,778.507907,True,True,True,False,False,0,0.04,False
-25.171114,345,782.403646,False,False,True,False,False,0,0.04,False
-30.681791,468,787.857692,False,False,True,False,False,0,0.04,False
-30.375261,398,792.675565,False,False,True,False,False,0,0.04,False
-30.267389,420,798.200514,False,False,True,False,False,0,0.04,False
-30.735923,415,803.341731,False,False,True,False,False,0,0.04,False
-24.068588,212,805.97067,False,False,True,False,False,0,0.04,False
-30.389252,370,810.606164,False,False,True,False,False,0,0.04,False
-29.955953,524,816.817205,False,False,True,False,False,0,0.04,False
-39.590975,943,829.622625,False,False,True,True,False,0,0.04,False
-32.896816,504,835.522814,False,False,True,True,False,0,0.04,False
-24.758648,202,837.882352,False,False,True,False,False,0,0.04,False
-27.717335,445,843.187296,False,False,True,False,False,0,0.04,False
-27.49916,315,846.869374,False,False,True,False,False,0,0.04,False
-31.325099,500,852.852958,False,False,True,False,False,0,0.04,False
-32.748589,551,859.245316,False,False,True,False,False,0,0.04,False
-25.772345,347,863.329405,False,False,True,False,False,0,0.04,False
-32.24397,552,869.917794,False,False,True,False,False,0,0.035,False
-29.085402,518,875.795942,False,False,True,False,False,0,0.035,False
-25.754063,342,879.862959,False,False,True,False,False,0,0.035,False
-29.065497,363,884.140999,False,False,True,False,False,0,0.035,False
-26.03966,249,887.096404,False,False,True,False,False,0,0.035,False
-27.918815,328,890.80506,False,False,True,False,False,0,0.035,False
-28.950794,390,895.469326,False,False,True,False,False,0,0.035,False
-27.844911,340,899.37422,False,False,True,False,False,0,0.035,False
-26.804801,295,905.519202,False,False,True,False,False,0,0.035,False
-26.735867,269,908.528434,False,False,True,False,False,0,0.035,False
-37.373846,737,917.205171,False,False,True,True,False,0,0.035,False
-25.920323,232,919.952216,False,False,True,False,False,0,0.035,False
-27.052412,244,922.852757,False,False,True,False,False,0,0.035,False
-24.467859,180,924.821431,False,False,True,False,False,0,0.035,False
-24.395978,178,926.965003,False,False,True,False,False,0,0.035,False
-24.979639,194,929.241995,False,False,True,False,False,0,0.035,False
-24.877897,194,931.389918,False,False,True,False,False,0,0.035,False
-24.638295,190,933.630292,False,False,True,False,False,0,0.035,False
-26.165982,235,936.381163,False,False,True,False,False,0,0.035,False
-27.067188,279,939.539962,False,False,True,False,False,0,0.035,False
-33.873462,608,946.627278,False,False,True,True,False,0,0.030000000000000002,False
-32.888546,467,952.219943,False,False,True,False,False,0,0.030000000000000002,False
3.815192,37,952.637581,True,True,True,False,False,0,0.030000000000000002,False
-27.478645,324,956.219579,False,False,True,False,False,0,0.030000000000000002,False
-27.863043,310,959.952356,False,False,True,False,False,0,0.030000000000000002,False
4.224886,28,960.287122,True,True,True,False,False,0,0.030000000000000002,False
-25.593461,246,963.219671,False,False,True,False,False,0,0.030000000000000002,False
4.266066,22,963.486126,True,True,True,False,False,0,0.030000000000000002,False
3.877969,46,964.017407,True,True,True,False,False,0,0.030000000000000002,False
-25.258293,314,967.756224,False,False,True,False,False,0,0.030000000000000002,False
-25.915432,264,970.914535,False,False,True,False,False,0,0.030000000000000002,False
4.407176,28,971.304421,True,True,True,False,False,0,0.030000000000000002,False
-25.039168,292,974.737522,False,False,True,False,False,0,0.030000000000000002,False
4.105754,32,975.115057,True,True,True,False,False,0,0.030000000000000002,False
-25.724745,284,978.522042,False,False,True,False,False,0,0.030000000000000002,False
4.059872,37,978.952132,True,True,True,False,False,0,0.030000000000000002,False
-25.658265,313,982.561973,False,False,True,False,False,0,0.030000000000000002,False
3.916641,32,982.9663,True,True,True,False,False,0,0.030000000000000002,False
-27.169053,396,987.440129,False,False,True,False,False,0,0.030000000000000002,False
-27.537018,350,991.581299,False,False,True,False,False,0,0.030000000000000002,False
3.79746,30,991.919694,True,True,True,False,False,0,0.025,False
-25.642795,262,994.947656,False,False,True,False,False,0,0.025,False
-26.37704,299,998.323871,False,False,True,False,False,0,0.025,False
3.834126,31,998.753214,True,True,True,False,False,0,0.025,False
-33.662551,642,1006.332421,False,False,True,True,False,0,0.025,False
-27.759272,360,1010.455912,False,False,True,False,False,0,0.025,False
-27.646769,333,1014.426069,False,False,True,False,False,0,0.025,False
-28.048144,360,1018.779178,False,False,True,False,False,0,0.025,False
3.939047,33,1019.156603,True,True,True,False,False,0,0.025,False
4.447621,21,1019.407746,True,True,True,False,False,0,0.025,False
3.865127,35,1019.844173,True,True,True,False,False,0,0.025,False
-29.02587,401,1024.446876,False,False,True,False,False,0,0.025,False
-33.033625,780,1033.7821,False,False,True,False,False,0,0.025,False
-27.408236,477,1039.528802,False,False,True,False,False,0,0.025,False
-27.169948,410,1044.346702,False,False,True,False,False,0,0.025,False
-35.898088,853,1054.527337,False,False,True,False,False,0,0.025,False
3.528033,35,1054.971341,True,True,True,False,False,0,0.025,False
3.869062,31,1055.334486,True,True,True,False,False,0,0.025,False
-32.083652,675,1064.872775,False,False,True,False,False,0,0.025,False
-32.558194,643,1074.251695,False,False,True,False,False,0,0.025,False
3.809886,33,1074.687092,True,True,True,False,False,0,0.02,False
-31.487664,465,1082.198009,False,False,True,False,False,0,0.02,False
-26.763815,403,1089.615502,False,False,True,False,False,0,0.02,False
-31.519216,515,1097.405771,False,False,True,False,False,0,0.02,False
-26.483867,297,1101.408868,False,False,True,False,False,0,0.02,False
-29.508709,403,1107.616673,False,False,True,False,False,0,0.02,False
-26.678782,293,1111.733542,False,False,True,False,False,0,0.02,False
-27.991221,398,1116.886694,False,False,True,False,False,0,0.02,False
-25.577051,290,1120.651125,False,False,True,False,False,0,0.02,False
-34.224873,589,1127.546347,False,False,True,False,False,0,0.02,False
-25.884629,259,1130.624873,False,False,True,False,False,0,0.02,False
-25.26357,276,1133.88185,False,False,True,False,False,0,0.02,False
-25.291517,218,1136.420933,False,False,True,False,False,0,0.02,False
-31.829,511,1142.799009,False,False,True,False,False,0,0.02,False
-25.943617,268,1146.810946,False,False,True,False,False,0,0.02,False
-25.53158,243,1149.703765,False,False,True,False,False,0,0.02,False
-24.957323,226,1152.371662,False,False,True,False,False,0,0.02,False
-25.755775,243,1155.20411,False,False,True,False,False,0,0.02,False
-25.848067,237,1157.817763,False,False,True,False,False,0,0.02,False
-27.266433,332,1161.706146,False,False,True,False,False,0,0.02,False
-24.340846,199,1164.039183,False,False,True,False,False,0,0.015,False
-35.632553,689,1172.159874,False,False,True,True,False,0,0.015,False
-26.525298,322,1176.085013,False,False,True,False,False,0,0.015,False
-29.255795,359,1180.292162,False,False,True,False,False,0,0.015,False
-29.293347,345,1184.38524,False,False,True,False,False,0,0.015,False
-28.68325,325,1188.118989,False,False,True,False,False,0,0.015,False
-24.93969,251,1191.012522,False,False,True,False,False,0,0.015,False
-28.572118,343,1194.995021,False,False,True,False,False,0,0.015,False
-33.032329,514,1201.320905,False,False,True,True,False,0,0.015,False
-32.094612,453,1207.091547,False,False,True,False,False,0,0.015,False
4.248881,15,1207.291958,True,True,True,False,False,0,0.015,False
-31.611019,510,1245.745763,False,False,True,True,False,0,0.015,False
-28.590162,342,1249.678486,False,False,True,False,False,0,0.015,False
-33.184809,530,1256.642517,False,False,True,True,False,0,0.015,False
-33.143447,697,1265.41004,False,False,True,True,False,0,0.015,False
4.142664,16,1265.608222,True,True,True,False,False,0,0.015,False
4.272704,16,1265.794316,True,True,True,False,False,0,0.015,False
3.880279,23,1266.044783,True,True,True,False,False,0,0.015,False
-35.711769,723,1274.627956,False,False,True,True,False,0,0.015,False
4.284395,18,1274.875792,True,True,True,False,False,0,0.015,False
4.432564,14,1275.030008,True,True,True,False,False,0,0.009999999999999998,False
4.291977,20,1275.267092,True,True,True,False,False,0,0.009999999999999998,False
4.410807,15,1275.440821,True,True,True,False,False,0,0.009999999999999998,False
4.149604,21,1275.669236,True,True,True,False,False,0,0.009999999999999998,False
4.064732,23,1275.928635,True,True,True,False,False,0,0.009999999999999998,False
4.023782,24,1276.193849,True,True,True,False,False,0,0.009999999999999998,False
4.11209,24,1276.459414,True,True,True,False,False,0,0.009999999999999998,False
4.206117,22,1276.690885,True,True,True,False,False,0,0.009999999999999998,False
4.221882,19,1276.920758,True,True,True,False,False,0,0.009999999999999998,False
4.167793,22,1277.187233,True,True,True,False,False,0,0.009999999999999998,False
4.236039,18,1277.388899,True,True,True,False,False,0,0.009999999999999998,False
4.214916,20,1277.633139,True,True,True,False,False,0,0.009999999999999998,False
4.443669,14,1277.815997,True,True,True,False,False,0,0.009999999999999998,False
4.079719,25,1278.107041,True,True,True,False,False,0,0.009999999999999998,False
4.071977,24,1278.414125,True,True,True,False,False,0,0.009999999999999998,False
4.04942,24,1278.740838,True,True,True,False,False,0,0.009999999999999998,False
4.148782,23,1279.02545,True,True,True,False,False,0,0.009999999999999998,False
4.154294,22,1279.27857,True,True,True,False,False,0,0.009999999999999998,False
4.163207,21,1279.534365,True,True,True,False,False,0,0.009999999999999998,False
4.207657,21,1279.818578,True,True,True,False,False,0,0.009999999999999998,False
4.274548,19,1280.036829,True,True,True,False,False,0,0.015,False
4.200415,20,1280.276898,True,True,True,False,False,0,0.015,False
4.265019,20,1280.515047,True,True,True,False,False,0,0.015,False
3.788036,28,1280.872006,True,True,True,False,False,0,0.015,False
3.61473,31,1281.241648,True,True,True,False,False,0,0.015,False
-26.795634,336,1285.185908,False,False,True,False,False,0,0.015,False
3.857938,32,1285.570054,True,True,True,False,False,0,0.015,False
3.997109,26,1285.91209,True,True,True,False,False,0,0.015,False
3.841641,29,1286.258285,True,True,True,False,False,0,0.015,False
4.165543,20,1286.505311,True,True,True,False,False,0,0.015,False
-28.952101,428,1291.576583,False,False,True,False,False,0,0.015,False
3.784695,32,1291.976902,True,True,True,False,False,0,0.015,False
-30.74539,691,1300.524368,False,False,True,False,False,0,0.015,False
4.586644,17,1300.745127,True,True,True,False,False,0,0.015,False
3.701454,39,1301.26674,True,True,True,False,False,0,0.015,False
-33.504208,656,1308.926896,False,False,True,False,False,0,0.015,False
4.564328,44,1309.466087,True,True,True,False,False,0,0.015,False
4.441526,53,1310.082402,True,True,True,False,False,0,0.015,False
4.155588,58,1310.749807,True,True,True,False,False,0,0.015,False
4.046884,88,1311.802615,True,True,True,False,False,0,0.015,False
4.579267,44,1312.305411,True,True,True,False,False,0,0.02,False
4.486254,38,1312.782864,True,True,True,False,False,0,0.02,False
4.452332,51,1313.45382,True,True,True,False,False,0,0.02,False
4.213083,50,1314.046266,True,True,True,False,False,0,0.02,False
4.06933,121,1315.53608,True,True,True,False,False,0,0.02,False
3.268967,184,1317.714775,True,True,True,False,False,0,0.02,False
-32.981292,863,1328.056939,False,False,True,False,False,0,0.02,False
-36.149157,914,1339.139036,False,False,True,True,False,0,0.02,False
-31.247184,552,1346.115581,False,False,True,False,False,0,0.02,False
-27.157551,289,1349.765818,False,False,True,False,False,0,0.02,False
-30.090044,385,1354.172755,False,False,True,False,False,0,0.02,False
-33.319937,718,1363.947882,False,False,True,False,False,0,0.02,False
-23.657087,268,1367.999064,False,False,True,False,False,0,0.02,False
-24.004771,249,1371.572306,False,False,True,False,False,0,0.02,False
-33.196526,575,1379.511204,False,False,True,False,False,0,0.02,False
-27.937499,367,1384.189281,False,False,True,False,False,0,0.02,False
-26.006932,252,1387.126956,False,False,True,False,False,0,0.02,False
-26.637422,299,1390.692111,False,False,True,False,False,0,0.02,False
-30.870356,421,1395.636055,False,False,True,False,False,0,0.02,False
-26.992948,303,1399.557923,False,False,True,False,False,0,0.02,False
-34.837547,653,1407.179416,False,False,True,False,False,0,0.015,False
-31.581011,476,1413.119167,False,False,True,False,False,0,0.015,False
-31.265045,496,1419.349278,False,False,True,False,False,0,0.015,False
-26.268558,280,1422.582302,False,False,True,False,False,0,0.015,False
-24.242394,295,1426.125736,False,False,True,False,False,0,0.015,False
-22.599735,271,1429.408481,False,False,True,False,False,0,0.015,False
-22.335811,277,1432.660383,False,False,True,False,False,0,0.015,False
-21.980253,255,1436.30267,False,False,True,False,False,0,0.015,False
-21.516973,239,1439.224169,False,False,True,False,False,0,0.015,False
-22.412862,270,1442.451123,False,False,True,False,False,0,0.015,False
-21.451893,264,1445.620941,False,False,True,False,False,0,0.015,False
-22.788295,269,1448.662489,False,False,True,False,False,0,0.015,False
-23.128027,318,1452.502952,False,False,True,False,False,0,0.015,False
-24.455192,323,1456.434972,False,False,True,False,False,0,0.015,False
-26.323647,284,1460.911641,False,False,True,False,False,0,0.015,False
-25.89962,256,1464.473618,False,False,True,False,False,0,0.015,False
-30.512801,386,1469.846545,False,False,True,False,False,0,0.015,False
-26.101342,245,1472.929713,False,False,True,False,False,0,0.015,False
-30.9644,483,1478.78904,False,False,True,False,False,0,0.015,False
-24.016575,320,1483.514818,False,False,True,False,False,0,0.015,False
-32.245522,516,1490.401574,False,False,True,False,False,0,0.009999999999999998,False
-23.445941,278,1494.204071,False,False,True,False,False,0,0.009999999999999998,False
-26.66732,330,1498.702204,False,False,True,False,False,0,0.009999999999999998,False
-26.291668,334,1503.289603,False,False,True,False,False,0,0.009999999999999998,False
-33.899576,574,1510.889839,False,False,True,False,False,0,0.009999999999999998,False
-31.253666,522,1518.709516,False,False,True,False,False,0,0.009999999999999998,False
-31.466171,600,1528.147269,False,False,True,False,False,0,0.009999999999999998,False
-35.002038,725,1540.243143,False,False,True,False,False,0,0.009999999999999998,False
-33.129657,695,1548.380338,False,False,True,False,False,0,0.009999999999999998,False
-40.594733,842,1558.980535,False,False,True,False,False,0,0.009999999999999998,False
-24.309647,340,1563.145929,False,False,True,False,False,0,0.009999999999999998,False
-26.788932,273,1569.456217,False,False,True,False,False,0,0.009999999999999998,False
-24.037014,201,1571.797947,False,False,True,False,False,0,0.009999999999999998,False
-24.297284,214,1574.12293,False,False,True,False,False,0,0.009999999999999998,False
-25.299292,242,1576.97822,False,False,True,False,False,0,0.009999999999999998,False
-25.821891,246,1579.806617,False,False,True,False,False,0,0.009999999999999998,False
-25.429232,233,1582.462201,False,False,True,False,False,0,0.009999999999999998,False
-25.251553,226,1584.980574,False,False,True,False,False,0,0.009999999999999998,False
-26.821667,281,1588.283337,False,False,True,False,False,0,0.009999999999999998,False
-35.42786,832,1597.920197,False,False,True,True,False,0,0.009999999999999998,False
-21.116266,204,1600.286274,False,False,True,False,False,0,0.004999999999999998,False
-36.801674,768,1609.158609,False,False,True,False,False,0,0.004999999999999998,False
-34.258118,588,1616.290009,False,False,True,False,False,0,0.004999999999999998,False
-21.599867,191,1618.694858,False,False,True,False,False,0,0.004999999999999998,False
-32.064057,460,1623.899642,False,False,True,False,False,0,0.004999999999999998,False
-27.403928,322,1627.56469,False,False,True,False,False,0,0.004999999999999998,False
-28.91784,460,1632.910149,False,False,True,False,False,0,0.004999999999999998,False
-31.144075,423,1637.898064,False,False,True,False,False,0,0.004999999999999998,False
-33.139502,731,1646.26894,False,False,True,False,False,0,0.004999999999999998,False
-21.2473,200,1648.669622,False,False,True,False,False,0,0.004999999999999998,False
-23.351549,241,1651.481844,False,False,True,False,False,0,0.004999999999999998,False
-21.412402,289,1654.810347,False,False,True,False,False,0,0.004999999999999998,False
-21.437091,290,1658.147242,False,False,True,False,False,0,0.004999999999999998,False
-27.024317,338,1661.984922,False,False,True,False,False,0,0.004999999999999998,False
-25.407314,268,1665.209643,False,False,True,False,False,0,0.004999999999999998,False
-42.251069,1092,1678.330151,False,False,True,False,False,0,0.004999999999999998,False
-29.847093,468,1683.938936,False,False,True,False,False,0,0.004999999999999998,False
-29.802949,375,1691.515533,False,False,True,False,False,0,0.004999999999999998,False
-31.949704,492,1697.742874,False,False,True,False,False,0,0.004999999999999998,False
-35.145779,554,1704.735574,False,False,True,True,False,0,0.004999999999999998,False
-26.174058,323,1709.052668,False,False,True,False,False,0,0.0,False
4.620631,6,1709.152773,True,True,True,False,False,0,0.0,False
-27.921358,388,1714.377264,False,False,True,False,False,0,0.0,False
-27.728341,445,1720.287365,False,False,True,False,False,0,0.0,False
-26.584761,372,1725.033786,False,False,True,False,False,0,0.0,False
-27.042575,362,1729.989061,False,False,True,False,False,0,0.0,False
-28.302415,349,1734.588867,False,False,True,False,False,0,0.0,False
-28.674533,409,1739.242327,False,False,True,False,False,0,0.0,False
-31.992301,549,1745.699551,False,False,True,False,False,0,0.0,False
4.522172,7,1745.789635,True,True,True,False,False,0,0.0,False
-33.635636,521,1751.791734,False,False,True,False,False,0,0.0,False
-27.69571,393,1756.865364,False,False,True,False,False,0,0.0,False
-33.981905,641,1765.043816,False,False,True,False,False,0,0.0,False
-33.929887,772,1774.173204,False,False,True,False,False,0,0.0,False
-32.471815,605,1782.193547,False,False,True,False,False,0,0.0,False
-33.221086,643,1790.407268,False,False,True,False,False,0,0.0,False
-28.583887,416,1795.437582,False,False,True,False,False,0,0.0,False
4.54545,7,1795.532426,True,True,True,False,False,0,0.0,False
-29.306391,430,1800.831159,False,False,True,False,False,0,0.0,False
-31.539037,529,1807.314598,False,False,True,False,False,0,0.0,False
-35.772595,641,1816.775127,False,False,True,True,False,0,0.0,False
-35.778799,841,1827.58153,False,False,True,False,False,0,0.0,False
4.813482,6,1827.665157,True,True,True,False,False,0,0.0,False
4.621861,10,1827.844724,True,True,True,False,False,0,0.0,False
4.73544,7,1827.950884,True,True,True,False,False,0,0.0,False
4.634256,9,1828.074972,True,True,True,False,False,0,0.0,False
4.551178,10,1828.209053,True,True,True,False,False,0,0.0,False
4.748188,7,1828.31327,True,True,True,False,False,0,0.0,False
4.712703,7,1828.431003,True,True,True,False,False,0,0.0,False
4.759214,7,1828.542763,True,True,True,False,False,0,0.0,False
4.669987,8,1828.66325,True,True,True,False,False,0,0.0,False
4.605864,9,1828.776183,True,True,True,False,False,0,0.0,False
4.540349,10,1828.905207,True,True,True,False,False,0,0.0,False
4.735979,7,1829.013085,True,True,True,False,False,0,0.0,False
4.721551,7,1829.122217,True,True,True,False,False,0,0.0,False
4.504651,10,1829.285204,True,True,True,False,False,0,0.0,False
4.653977,8,1829.434716,True,True,True,False,False,0,0.0,False
4.817908,6,1829.530145,True,True,True,False,False,0,0.0,False
4.661403,8,1829.644419,True,True,True,False,False,0,0.0,False
4.805725,6,1829.734803,True,True,True,False,False,0,0.0,False
4.508724,12,1829.923323,True,True,True,False,False,0,0.005,False
4.679457,9,1830.087437,True,True,True,False,False,0,0.005,False
4.463241,16,1830.328821,True,True,True,False,False,0,0.005,False
4.689439,10,1830.468107,True,True,True,False,False,0,0.005,False
4.653459,11,1830.634444,True,True,True,False,False,0,0.005,False
4.568819,13,1830.816459,True,True,True,False,False,0,0.005,False
4.736274,9,1830.956134,True,True,True,False,False,0,0.005,False
4.631191,14,1831.16254,True,True,True,False,False,0,0.005,False
4.570521,14,1831.361989,True,True,True,False,False,0,0.005,False
4.462086,16,1831.581468,True,True,True,False,False,0,0.005,False
4.779902,10,1831.721623,True,True,True,False,False,0,0.005,False
4.493008,16,1831.943538,True,True,True,False,False,0,0.005,False
4.556385,12,1832.104554,True,True,True,False,False,0,0.005,False
-28.73634,416,1837.745558,False,False,True,False,False,0,0.005,False
4.782615,13,1837.926385,True,True,True,False,False,0,0.005,False
4.770241,11,1838.130467,True,True,True,False,False,0,0.005,False
4.651515,17,1838.380659,True,True,True,False,False,0,0.005,False
4.786695,12,1838.566502,True,True,True,False,False,0,0.005,False
4.725514,12,1838.743979,True,True,True,False,False,0,0.005,False
4.737439,11,1838.895007,True,True,True,False,False,0,0.005,False
4.531947,16,1839.113903,True,True,True,False,False,0,0.01,False
4.687979,13,1839.309409,True,True,True,False,False,0,0.01,False
-26.986633,453,1845.408776,False,False,True,False,False,0,0.01,False
-30.871991,628,1853.50836,False,False,True,False,False,0,0.01,False
-33.998451,647,1861.654326,False,False,True,True,False,0,0.01,False
-35.405788,784,1874.005678,False,False,True,False,False,0,0.01,False
-32.717226,534,1882.207927,False,False,True,False,False,0,0.01,False
-30.67375,512,1923.957363,False,False,True,False,False,0,0.01,False
-34.591225,557,1931.121128,False,False,True,False,False,0,0.01,False
-36.938139,844,1943.119871,False,False,True,False,False,0,0.01,False
4.820546,14,1943.289972,True,True,True,False,False,0,0.01,False
4.683242,14,1943.460719,True,True,True,False,False,0,0.01,False
-38.020437,796,1953.114379,False,False,True,True,False,0,0.01,False
-27.65713,351,1957.236672,False,False,True,False,False,0,0.01,False
4.590525,16,1957.479941,True,True,True,False,False,0,0.01,False
-27.570505,325,1961.189373,False,False,True,False,False,0,0.01,False
-25.958196,292,1964.551018,False,False,True,False,False,0,0.01,False
4.825825,18,1964.753881,True,True,True,False,False,0,0.01,False
4.817586,11,1964.896875,True,True,True,False,False,0,0.01,False
4.635118,14,1965.084456,True,True,True,False,False,0,0.01,False
4.825932,11,1965.207525,True,True,True,False,False,0,0.005,False
4.887776,14,1965.392264,True,True,True,False,False,0,0.005,False
4.7284,16,1965.597827,True,True,True,False,False,0,0.005,False
4.84002,12,1965.761113,True,True,True,False,False,0,0.005,False
4.805166,13,1965.916023,True,True,True,False,False,0,0.005,False
4.527996,17,1966.113182,True,True,True,False,False,0,0.005,False
4.795749,14,1966.292821,True,True,True,False,False,0,0.005,False
4.842199,9,1966.397921,True,True,True,False,False,0,0.005,False
4.877962,12,1966.539002,True,True,True,False,False,0,0.005,False
4.852896,9,1966.641843,True,True,True,False,False,0,0.005,False
4.81117,15,1966.827101,True,True,True,False,False,0,0.005,False
4.773765,12,1966.986515,True,True,True,False,False,0,0.005,False
4.702023,14,1967.160613,True,True,True,False,False,0,0.005,False
4.794905,16,1967.354089,True,True,True,False,False,0,0.005,False
4.672026,14,1967.517117,True,True,True,False,False,0,0.005,False
-25.450461,254,1970.472199,False,False,True,False,False,0,0.005,False
-26.054754,278,1973.718853,False,False,True,False,False,0,0.005,False
-27.948208,335,1977.480735,False,False,True,False,False,0,0.005,False
4.733193,9,1977.583865,True,True,True,False,False,0,0.005,False
4.650712,15,1977.774026,True,True,True,False,False,0,0.005,False
-28.004483,332,1981.72605,False,False,True,False,False,0,0.01,False
4.613675,16,1981.916,True,True,True,False,False,0,0.01,False
4.752501,12,1982.064885,True,True,True,False,False,0,0.01,False
-25.080914,245,1984.885002,False,False,True,False,False,0,0.01,False
4.668482,14,1985.046464,True,True,True,False,False,0,0.01,False
-35.029465,676,1992.764625,False,False,True,True,False,0,0.01,False
-26.377149,320,1996.584057,False,False,True,False,False,0,0.01,False
-21.510851,201,1999.20547,False,False,True,False,False,0,0.01,False
-28.484622,314,2002.848853,False,False,True,False,False,0,0.01,False
-21.458626,240,2005.69961,False,False,True,False,False,0,0.01,False
-34.30451,736,2014.391803,False,False,True,False,False,0,0.01,False
-30.96333,520,2022.524954,False,False,True,False,False,0,0.01,False
-24.196029,256,2025.928025,False,False,True,False,False,0,0.01,False
-32.769554,518,2033.229582,False,False,True,False,False,0,0.01,False
-22.471015,269,2036.517699,False,False,True,False,False,0,0.01,False
-30.546947,419,2041.517652,False,False,True,False,False,0,0.01,False
4.507239,13,2041.721999,True,True,True,False,False,0,0.01,False
-33.096039,656,2049.95962,False,False,True,False,False,0,0.01,False
-29.093888,448,2055.285842,False,False,True,False,False,0,0.01,False
4.480717,12,2055.428128,True,True,True,False,False,0,0.01,False
-31.841909,502,2062.122767,False,False,True,False,False,0,0.005,False
-25.577546,276,2065.401916,False,False,True,False,False,0,0.005,False
4.600734,13,2065.562599,True,True,True,False,False,0,0.005,False
4.686046,11,2065.711448,True,True,True,False,False,0,0.005,False
4.547546,13,2065.887532,True,True,True,False,False,0,0.005,False
4.626987,12,2066.05829,True,True,True,False,False,0,0.005,False
4.403454,17,2066.294513,True,True,True,False,False,0,0.005,False
4.743819,15,2066.485742,True,True,True,False,False,0,0.005,False
4.644249,14,2066.641949,True,True,True,False,False,0,0.005,False
4.415462,15,2066.822622,True,True,True,False,False,0,0.005,False
4.485161,15,2067.019743,True,True,True,False,False,0,0.005,False
4.739815,10,2067.148633,True,True,True,False,False,0,0.005,False
4.568326,14,2067.323431,True,True,True,False,False,0,0.005,False
4.610915,13,2067.480736,True,True,True,False,False,0,0.005,False
4.373951,15,2067.667706,True,True,True,False,False,0,0.005,False
-27.286132,375,2072.04803,False,False,True,False,False,0,0.005,False
4.691703,14,2072.194618,True,True,True,False,False,0,0.005,False
4.437419,16,2072.369554,True,True,True,False,False,0,0.005,False
4.621614,14,2072.545257,True,True,True,False,False,0,0.005,False
4.809188,14,2072.689934,True,True,True,False,False,0,0.005,False
4.194535,21,2072.91349,True,True,True,False,False,0,0.01,False
4.362602,23,2073.166908,True,True,True,False,False,0,0.01,False
4.620429,20,2073.392883,True,True,True,False,False,0,0.01,False
-30.920419,588,2080.423261,False,False,True,False,False,0,0.01,False
-25.802915,280,2083.926132,False,False,True,False,False,0,0.01,False
-19.743285,186,2086.354681,False,False,True,False,False,0,0.01,False
